Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
L2_CH_21,Je,croirais,croire,5.03,NAN,"qu’ on pourrait se servir d’ un mot plus général que de celui de pensée , savoir de celui de perception , en n’ attribuant la pensée qu’ aux esprits , au lieu que la perception appartient à toutes les entéléchies[39].","qu’ on pouvoir se servir d’ un mot plus général que de celui de pensée , savoir de celui de perception , en n’ attribuer le pensée qu’ à esprit , au lieu que le perception appartenir à tout le entéléchies[39].","Je croirais qu’on pourrait se servir d’un mot plus général que de celui de pensée, savoir de celui de perception, en n’attribuant la pensée qu’aux esprits, au lieu que la perception appartient à toutes les entéléchies[39]."
L2_CH_21,J’,cru,croire,5.03,NAN,que la puissance de recevoir des idées ou des pensées par l’ opération de quelque substance étrangère s’ appelle puissance de penser,que le puissance de recevoir un idée ou un pensée par l’ opération de quelque substance étranger s’ appeler puissance de penser,"J’avais cru que la puissance de recevoir des idées ou des pensées par l’opération de quelque substance étrangère s’appelle puissance de penser, quoique dans le fond ce ne soit qu’une puissance passive ou une simple capacité faisant abstraction des réflexions et des changements internes qui accompagnent toujours l’image reçue ;"
L2_CH_21,je,croirais,croire,5.03,Cependant,"qu’ il y a aussi de l’ action dans les sensations , en tant qu’ elles nous donnent des perceptions plus distinguées et l’ occasion par conséquent de faire des remarques et pour ainsi dire de nous développer","qu’ il y avoir aussi de l’ action dans le sensation , en tant qu’ lui nous donner un perception plus distingué et l’ occasion par conséquent de faire un remarque et pour ainsi dire de nous développer","Cependant je croirais qu’il y a aussi de l’action dans les sensations, en tant qu’elles nous donnent des perceptions plus distinguées et l’occasion par conséquent de faire des remarques et pour ainsi dire de nous développer."
L2_CH_21,je,crois,croire,5.03,Maintenant,"qu’ il paraît qu’ on pourra réduire les idées primitives et originales à ce petit nombre : l’ étendue , la solidité , la mobilité ( c’ est - à - dire puissance passive , ou bien capacité d’ être mû ) qui nous viennent dans l’ esprit par la voie de réflexion , et enfin l’ existence , la durée et le nombre , qui nous viennent par les deux voies de sensation et de réflexion","qu’ il paraître qu’ on pouvoir réduire le idée primitif et original à ce petit nombre : l’ étendue , le solidité , le mobilité ( c’ est - à - dire puissance passif , ou bien capacité d’ être mouvoir ) qui nous venir dans l’ esprit par le voie de réflexion , et enfin l’ existence , le durée et le nombre , qui nous venir par le deux voie de sensation et de réflexion","Maintenant je crois qu’il paraît qu’on pourra réduire les idées primitives et originales à ce petit nombre : l’étendue, la solidité, la mobilité (c’est-à-dire puissance passive, ou bien capacité d’être mû) qui nous viennent dans l’esprit par la voie de réflexion, et enfin l’existence, la durée et le nombre, qui nous viennent par les deux voies de sensation et de réflexion ;"
L2_CH_21,je,crois,croire,5.03,ailleurs,"que , si c’ est vrai que le nombre en pourrait être diminué par ce moyen , il pourrait être augmenté en y ajoutant d’ autres idées plus originales ou autant","que , si c’ être vrai que le nombre en pouvoir être diminuer par ce moyen , il pouvoir être augmenter en y ajouter d’ autre idée plus original ou autant","D’ailleurs, je crois que, si c’est vrai que le nombre en pourrait être diminué par ce moyen, il pourrait être augmenté en y ajoutant d’autres idées plus originales ou autant."
L2_CH_23,Je,crois,croire,5.03,NAN,qu’ on a raison de penser ainsi,qu’ on avoir raison de penser ainsi,"Je crois qu’on a raison de penser ainsi, et nous n’avons que faire de nous y accoutumer ou de le supposer, puisque d’abord nous concevons plusieurs prédicats d’un même sujet, et ces mots métaphoriques de soutien ou de substratum ne signifient que cela ;"
L2_CH_23,je,crois,croire,5.03,Ainsi,"que les philosophes ne méritent pas d’ être raillés , comme on fait ici , en les comparant avec un philosophe indien , qu’ on interrogea sur ce qui soutenait la terre , à quoi il répondit que c’ était un grand éléphant","que le philosophe ne mériter pas d’ être railler , comme on faire ici , en le comparer avec un philosophe indien , qu’ on interroger sur ce qui soutenir le terre , à quoi il répondre que c’ être un grand éléphant","Ainsi, je crois que les philosophes ne méritent pas d’être raillés, comme on fait ici, en les comparant avec un philosophe indien, qu’on interrogea sur ce qui soutenait la terre, à quoi il répondit que c’était un grand éléphant ;"
L2_CH_23,je,crois,croire,5.03,NAN,que cette opinion de notre ignorance vient de ce qu’ on demande une manière de connaissance que l’ objet ne souffre point,que ce opinion de notre ignorance venir de ce qu’ on demande un manière de connaissance que l’ objet ne souffrir point,"Pour moi, je crois que cette opinion de notre ignorance vient de ce qu’on demande une manière de connaissance que l’objet ne souffre point."
L2_CH_23,je,crois,croire,5.03,NAN,que les savants Pères de l’ Église ont eu raison d’ attribuer des corps aux anges,que le savant père de l’ église avoir avoir raison d’ attribuer un corps à ange,et je crois que les savants Pères de l’Église ont eu raison d’attribuer des corps aux anges.
L2_CH_23,je,sais,savoir,8.65,NAN,qu’ il y a au dedans de moi quelque être spirituel qui voit et qui entend,qu’ il y avoir au dedans de moi quelque être spirituel qui voir et qui entendre,"car, dans le temps que la vue et l’ouïe me font connaître qu’il y a quelque être corporel hors de moi, je sais d’une manière encore plus certaine qu’il y a au dedans de moi quelque être spirituel qui voit et qui entend."
L2_CH_23,Je,crois,croire,5.03,NAN,"que c’ est avec raison , le lieu n’ étant qu’ un ordre des coexistants","que c’ être avec raison , le lieu n’ être qu’ un ordre de coexistant","Je crois que c’est avec raison, le lieu n’étant qu’un ordre des coexistants."
L2_CH_23,je,crois,croire,5.03,NAN,"qu’ elle pense et sent toujours , qu’ elle est toujours unie à quelque corps , et même qu’ elle ne quitte jamais entièrement et tout d’ un coup le corps où elle est unie","qu’ lui penser et sentir toujours , qu’ lui être toujours uni à quelque corps , et même qu’ lui ne quitte jamais entièrement et tout d’ un coup le corps où lui être unir","Mais, pour moi, je crois qu’elle pense et sent toujours, qu’elle est toujours unie à quelque corps, et même qu’elle ne quitte jamais entièrement et tout d’un coup le corps où elle est unie."
L2_CH_23,Je,crois,croire,5.03,NAN,"que ce qui se dit des âmes se doit dire à peu près des anges , que le grand docteur natif d’ Aquino[42 ] a cru n’ être en lieu que par opération , laquelle , selon moi , n’ est pas immédiate et se réduit à l’ harmonie préétablie","que ce qui se dire de âme se devoir dire à peu près de ange , que le grand docteur natif d’ Aquino[42 ] avoir croire n’ être en lieu que par opération , lequel , selon moi , n’ être pas immédiat et se réduire à l’ harmonie préétablir","Je crois que ce qui se dit des âmes se doit dire à peu près des anges, que le grand docteur natif d’Aquino[42] a cru n’être en lieu que par opération, laquelle, selon moi, n’est pas immédiate et se réduit à l’harmonie préétablie."
L2_CH_23,je,crois,croire,5.03,NAN,"que la fluidité parfaite ne convient qu’ à la matière première , c’ est - à - dire en abstraction et comme une qualité originale , de même que le repos","que le fluidité parfait ne convier qu’ à le matière premier , c’ est - à - dire en abstraction et comme un qualité original , de même que le repos","Mais, pour dire la vérité, je crois que la fluidité parfaite ne convient qu’à la matière première, c’est-à-dire en abstraction et comme une qualité originale, de même que le repos ;"
L2_CH_23,je,crois,croire,5.03,NAN,"qu’ il n’ y a point de masse qui soit de la dernière subtilité , et qu’ il y a plus ou moins de liaison partout , laquelle vient des mouvements en tant qu’ ils sont conspirants et doivent être troubles par la séparation , ce qui ne se peut faire sans quelque violence et résistance","qu’ il n’ y avoir point de masse qui être de le dernier subtilité , et qu’ il y avoir plus ou moins de liaison partout , lequel venir de mouvement en tant qu’ il être conspirant et devoir être trouble par le séparation , ce qui ne se pouvoir faire sans quelque violence et résistance","mais non pas à la matière seconde telle qu’elle se trouve effectivement revêtue de ses qualités dérivatives, car je crois qu’il n’y a point de masse qui soit de la dernière subtilité, et qu’il y a plus ou moins de liaison partout, laquelle vient des mouvements en tant qu’ils sont conspirants et doivent être troubles par la séparation, ce qui ne se peut faire sans quelque violence et résistance."
L2_CH_23,je,crois,croire,5.03,Cependant,que la doctrine des unités substantielles ou monades l’ éclaircira beaucoup,que le doctrine de unité substantiel ou monade l’ éclaircir beaucoup,Cependant je crois que la doctrine des unités substantielles ou monades l’éclaircira beaucoup.
L2_CH_23,J’,cru,croire,5.03,NAN,que l’ étendue du corps n’ était autre chose que la cohésion des parties solides,que l’ étendue de corps n’ être autre chose que le cohésion de party solide,J’avais cru que l’étendue du corps n’était autre chose que la cohésion des parties solides.
L2_CH_23,je,crois,croire,5.03,NAN,que cela se fait toujours,que celer se faire toujours,"Il me semble qu’un corps dans lequel il y a des mouvements internes, ou dont les parties sont en action de se détacher les unes des autres (comme je crois que cela se fait toujours), ne laisse pas d’être étendu."
L2_CH_23,j’,remarqué,remarquer,7,aussi,qu’ il n’ est point vrai que le corps perde autant de mouvement qu’ il en donne à un autre,qu’ il n’ être point vrai que le corps perdre autant de mouvement qu’ il en donne à un autre,"), où j’ai remarqué aussi qu’il n’est point vrai que le corps perde autant de mouvement qu’il en donne à un autre ;"
L2_CH_23,Je,pense,penser,5.46,NAN,"que les puissances qui ne sont point essentielles à la substance et qui renferment non pas une aptitude seulement , mais encore une certaine tendance , sont justement ce qu’ on entend ou doit entendre par les qualités réelles","que le puissance qui ne être point essentiel à le substance et qui renfermer non pas un aptitude seulement , mais encore un certain tendance , être justement ce qu’ on entendre ou devoir entendre par le qualité réel","Je pense que les puissances qui ne sont point essentielles à la substance et qui renferment non pas une aptitude seulement, mais encore une certaine tendance, sont justement ce qu’on entend ou doit entendre par les qualités réelles."
L2_CH_25,Je,pense,penser,5.46,NAN,que la relation n’ est qu’ entre deux choses,que le relation n’ être qu’ entrer deux chose,Je pense que la relation n’est qu’entre deux choses.
L2_CH_26,Je,vois,voir,5,NAN,que vous entendez souvent par idée la réalité objective de l’ idée ou la qualité qu’ elle représente,que vous entendre souvent par idée le réalité objectif de l’ idée ou le qualité qu’ lui représenter,"Je vois, Monsieur, que vous entendez souvent par idée la réalité objective de l’idée ou la qualité qu’elle représente."
L2_CH_27,j’,vu,voir,5,NAN,"que le célèbre auteur , dont vous avez soutenu les opinions , le reconnaît et l’ explique fort bien ( dans le dernier paragraphe de ce chapitre )","que le célèbre auteur , dont vous avoir soutenir le opinion , le reconnaître et l’ expliquer fort bien ( dans le dernier paragraphe de ce chapitre )","et j’ai vu que le célèbre auteur, dont vous avez soutenu les opinions, le reconnaît et l’explique fort bien (dans le dernier paragraphe de ce chapitre)."
L2_CH_27,Je,croirais,croire,5.03,NAN,que cela se pourrait peut-être par la puissance absolue de Dieu,que celer se pouvoir peut-être par le puissance absolu de Dieu,"Je croirais que cela se pourrait peut-être par la puissance absolue de Dieu, mais suivant l’ordre des choses, l’identité apparente à la personne même, qui se sent la même, suppose l’identité réelle à chaque passage prochain accompagné de réflexion ou de sentiment du moi, une perception intime et immédiate ne pouvant tromper naturellement."
L2_CH_27,j’,voir,voir,5,NAN,"que la morale n’ y contredit pas , non plus que le souvenir","que le morale n’ y contredire pas , non plus que le souvenir","j’ai fait voir que la morale n’y contredit pas, non plus que le souvenir ;"
L2_CH_28,je,remarquerai,remarquer,7,NAN,que nous avons généralement une notion aussi claire ou plus claire de la relation que de son fondement,que nous avoir généralement un notion aussi clair ou plus clair de le relation que de son fondement,"Avant de quitter la considération des rapports, je remarquerai que nous avons généralement une notion aussi claire ou plus claire de la relation que de son fondement."
L2_CH_29,Je,crois,croire,5.03,NAN,que nous n’ en avons guère de parfaitement claires sur les choses sensibles,que nous n’ en avoir guère de parfaitement clair sur le chose sensible,Je crois que nous n’en avons guère de parfaitement claires sur les choses sensibles.
L2_CH_29,je,crois,croire,5.03,NAN,"qu’ on s’ est dégoûté de la peine qu’ il fallait prendre pour un petit nombre des lecteurs , où l’ on pouvait demander comme chez Perse , quis leget hæc , et répondre : vel duo vel nemo","qu’ on s’ être dégoûter de le peine qu’ il falloir prendre pour un petit nombre de lecteur , où l’ on pouvoir demander comme chez Perse , quis leget hæc , et répondre : vel duo vel nemo","C’est, je crois, qu’on s’est dégoûté de la peine qu’il fallait prendre pour un petit nombre des lecteurs, où l’on pouvait demander comme chez Perse, quis leget hæc, et répondre : vel duo vel nemo."
L2_CH_29,Je,crois,croire,5.03,pourtant,"que , si on l’ entreprenait comme il faut","que , si on l’ entreprendre comme il falloir","Je crois pourtant que, si on l’entreprenait comme il faut, on n’aurait point sujet de s’en repentir."
L2_CH_31,Je,vois,voir,5,NAN,que vous appelez idées complètes ou incomplètes celles que votre auteur favori appelle ideas adæquatas aut inadæquatas,que vous appeler idée complet ou incomplet celui que votre auteur favori appeler ideas adæquatas aut inadæquatas,"Je vois, Monsieur, que vous appelez idées complètes ou incomplètes celles que votre auteur favori appelle ideas adæquatas aut inadæquatas ;"
L2_CH_32,Je,crois,croire,5.03,NAN,qu’ on pourrait entendre ainsi les vraies ou les fausses idées,qu’ on pouvoir entendre ainsi le vrai ou le faux idée,"Je crois qu’on pourrait entendre ainsi les vraies ou les fausses idées, mais comme ces différents sens ne conviennent point entre eux et ne sauraient être rangés commodément sous une notion commune, j’aime mieux appeler les idées vraies ou fausses par rapport à une autre affirmation tacite, qu’elles renferment toutes,"
L3_CH_01,Je,crois,croire,5.03,NAN,qu’ en effet sans le désir de nous faire entendre nous n’ aurions jamais formé de langage,qu’ en effet sans le désir de nous faire entendre nous n’ avoir jamais former de langage,Je crois qu’en effet sans le désir de nous faire entendre nous n’aurions jamais formé de langage ;
L3_CH_02,Je,sais,savoir,8.65,NAN,qu’ on a coutume de dire dans les écoles et partout ailleurs que les significations des mots sont arbitraires ( ex instituto ),qu’ on avoir coutume de dire dans le école et partout ailleurs que le signification de mot être arbitraire ( ex instituto ),"Je sais qu’on a coutume de dire dans les écoles et partout ailleurs que les significations des mots sont arbitraires (ex instituto) et il est vrai qu’elles ne sont point déterminées par une nécessité naturelle, mais elles ne laissent pas de l’être par des raisons tantôt naturelles, où le hasard a quelque part, tantôt morales, où il entre du choix."
L3_CH_03,nous,trouverons,trouver,5.85,NAN,que c’ est là ce qu’ emporte le mot d’ essence selon l’ usage le plus ordinaire qu’ on en fait,que c’ être là ce qu’ emporter le mot d’ essence selon l’ usage le plus ordinaire qu’ on en faire,et nous trouverons que c’est là ce qu’emporte le mot d’essence selon l’usage le plus ordinaire qu’on en fait.
L3_CH_03,je,pense,penser,5.46,NAN,que le réel et le nominal est toujours le même dans les idées simples et dans les idées des modes,que le réel et le nominal être toujours le même dans le idée simple et dans le idée de mode,"Vous m’accorderez, je pense, que le réel et le nominal est toujours le même dans les idées simples et dans les idées des modes ;"
L3_CH_04,j’,cru,croire,5.03,toujours,qu’ il était arbitraire de former les modes,qu’ il être arbitraire de former le mode,Je vous avoue que j’ai toujours cru qu’il était arbitraire de former les modes ;
L3_CH_04,J’,remarqué,remarquer,7,aussi,que les termes simples ne sauraient avoir de définitions nominales,que le terme simple ne savoir avoir de définition nominal,"J’ai aussi remarqué dans le petit essai sur les idées, inséré dans les actes de Leipsick il y a environ 20 ans, que les termes simples ne sauraient avoir de définitions nominales : mais j’y ai ajoute, en même temps, que les termes, lorsqu’ils ne sont simples qu’à notre égard (parce que nous n’avons pas le moyen d’en faire l’analyse pour venir aux perceptions élémentaires, dont ils sont composés), comme chaud, froid, jaune, vert, peuvent recevoir une définition réelle, qui en expliquerait la cause."
L3_CH_04,J’,remarqué,remarquer,7,déjà,"que chez vous on fait passer bien des idées pour simples ,","que chez vous on faire passer bien un idée pour simple ,","J’ai déjà remarqué dans une de nos conférences passées que chez vous on fait passer bien des idées pour simples, qui ne le sont point."
L3_CH_04,Je,crois,croire,5.03,NAN,que l’ arbitraire se trouve seulement dans les mots et nullement dans les idées,que l’ arbitraire se trouver seulement dans le mot et nullement dans le idée,Je crois que l’arbitraire se trouve seulement dans les mots et nullement dans les idées.
L3_CH_05,Je,vois,voir,5,NAN,"que bien des choses que nous avons discutées quand il s’ agissait des idées mêmes et de leurs espèces , reviennent maintenant à la faveur des noms de ces idées","que bien de chose que nous avoir discuter quand il s’ agir de idée même et de leur espèce , revenir maintenant à le faveur de nom de ce idée","Je vois que bien des choses que nous avons discutées quand il s’agissait des idées mêmes et de leurs espèces, reviennent maintenant à la faveur des noms de ces idées."
L3_CH_06,Je,crois,croire,5.03,NAN,qu’ il y a quelque chose d’ essentiel aux individus et plus qu’ on ne pense,qu’ il y avoir quelque chose d’ essentiel à individu et plus qu’ on ne penser,Je crois qu’il y a quelque chose d’essentiel aux individus et plus qu’on ne pense.
L3_CH_06,nous,sachions,savoir,8.65,bien,qu’ il faut qu’ il y ait plusieurs espèces des esprits,qu’ il falloir qu’ il y avoir plusieurs espèce de esprit,"Nous ne connaissons pas même les essences des esprits, nous ne saurions former des différentes idées spécifiques des anges, quoique nous sachions bien qu’il faut qu’il y ait plusieurs espèces des esprits."
L3_CH_06,je,crois,croire,5.03,NAN,"qu’ il y a cette analogie entre les corps et les esprits que , de même qu’ il n’ y a point de vide dans les variétés du monde corporel","qu’ il y avoir ce analogie entrer le corps et le esprit que , de même qu’ il n’ y avoir point de vide dans le variété de monde corporel","Au moins je crois qu’il y a cette analogie entre les corps et les esprits que, de même qu’il n’y a point de vide dans les variétés du monde corporel, il n’y aura pas moins de variété dans les créatures intelligentes."
L3_CH_06,nous,trouverons,trouver,5.85,partout,que les espèces sont liées ensemble et ne diffèrent que par des degrés presque insensibles,que le espèce être lier ensemble et ne différer que par un degré presque insensible,"Ainsi jusqu’à ce que nous arrivions aux plus basses et moins organisées parties de la matière, nous trouverons partout que les espèces sont liées ensemble et ne diffèrent que par des degrés presque insensibles."
L3_CH_06,je,vois,voir,5,NAN,qu’ on dit les choses mieux que je n’ aurais espéré le faire,qu’ on dire le chose mieux que je n’ avoir espérer le faire,mais je suis aise d’être prévenu lorsque je vois qu’on dit les choses mieux que je n’aurais espéré le faire.
L3_CH_06,je,crois,croire,5.03,-,"qu’ il y a nécessairement des espèces qui n’ ont jamais été et qui ne seront jamais , n’ étant pas compatibles avec cette suite des créatures que Dieu a choisie","qu’ il y avoir nécessairement un espèce qui n’ avoir jamais être et qui ne être jamais , n’ être pas compatible avec ce suite de créature que Dieu avoir choisir","C’est-à-dire je crois qu’il y a nécessairement des espèces qui n’ont jamais été et qui ne seront jamais, n’étant pas compatibles avec cette suite des créatures que Dieu a choisie."
L3_CH_06,je,crois,croire,5.03,NAN,que toutes les choses que la parfaite harmonie de l’ univers pouvait recevoir y sont,que tout le chose que le parfait harmonie de l’ univers pouvoir recevoir y être,Mais je crois que toutes les choses que la parfaite harmonie de l’univers pouvait recevoir y sont.
L3_CH_06,nous,trouvons,trouver,5.85,NAN,"que quelques-uns de ces monstres n’ ont que peu ou point de ces qualités qu’ on suppose résulter de l’ essence de cette espèce d’ où ils tirent leur origine , et à laquelle il semble qu’ ils appartiennent en vertu de leur naissance","que quelques-uns de ce monstre n’ avoir que peu ou point de ce qualité qu’ on supposer résulter de l’ essence de ce espèce d’ où il tirer son origine , et à lequel il sembler qu’ il appartenir en vertu de son naissance","Il faudrait déterminer, en troisième lieu, si ces monstres ne sont réellement une espèce distincte et nouvelle, car nous trouvons que quelques-uns de ces monstres n’ont que peu ou point de ces qualités qu’on suppose résulter de l’essence de cette espèce d’où ils tirent leur origine, et à laquelle il semble qu’ils appartiennent en vertu de leur naissance."
L3_CH_06,nous,reconnaissions,reconnaître,6.85,NAN,"qu’ il ne suffit pas pour avoir une définition exacte , et que les définitions nominales mêmes dans ces rencontres ne sont que conjecturales","qu’ il ne suffire pas pour avoir un définition exact , et que le définition nominal même dans ce rencontre ne être que conjectural","Il est vrai que faute de les connaître nous ne pouvons pas nous en servir pour les définir, mais l’extérieur en tient lieu, quoique nous reconnaissions qu’il ne suffit pas pour avoir une définition exacte, et que les définitions nominales mêmes dans ces rencontres ne sont que conjecturales : et j’ai dit déjà ci-dessus comment quelquefois elles sont provisionnelles seulement."
L3_CH_06,Je,crois,croire,5.03,NAN,que vous avez raison,que vous avoir raison,Je crois que vous avez raison :
L3_CH_06,je,crois,croire,5.03,Cependant,"que la conversation convient à tous les esprits , qui se peuvent entre-communiquer leurs pensées","que le conversation convier à tout le esprit , qui se pouvoir entre-communiquer leur pensée","Cependant je crois que la conversation convient à tous les esprits, qui se peuvent entre-communiquer leurs pensées."
L3_CH_06,Je,crois,croire,5.03,NAN,que dans le cas de l’ homme nous avons une définition qui est réelle et nominale en même temps,que dans le cas de l’ homme nous avoir un définition qui être réel et nominal en même temps,Je crois que dans le cas de l’homme nous avons une définition qui est réelle et nominale en même temps.
L3_CH_06,nous,savons,savoir,8.65,NAN,"qu’ elle est souvent liée et ne peut point paraître , et que cela arrive à des hommes qui en ont montré et en montreront","qu’ lui être souvent lier et ne pouvoir point paraître , et que celer arriver à un homme qui en avoir montrer et en montrer","mais comme nous savons par expérience qu’elle est souvent liée et ne peut point paraître, et que cela arrive à des hommes qui en ont montré et en montreront, nous faisons vraisemblablement le même jugement de ces imbéciles sur d’autres indices, c’est-à-dire sur la figure corporelle."
L3_CH_06,je,crois,croire,5.03,NAN,qu’ on verrait de grandes disputes s’ élever parmi les théologiens,qu’ on voir de grand dispute s’ élever parmi le théologien,"mais, s’il demandait le baptême et voulait être reçu prosélyte de notre loi, je crois qu’on verrait de grandes disputes s’élever parmi les théologiens."
L3_CH_06,nous,voyons,voir,5,NAN,"que le ver à soie est comme un double animal , et renferme un insecte volant sous la forme de la chenille","que le ver à soie être comme un double animal , et renfermer un insecte volant sou le forme de le chenille","Peut-être que quelqu’un viendra qui prétendra, quoique l’âme ne puisse venir que d’un sexe, que l’un et l’autre sexe fournit quelque chose d’organisé, et que de deux corps il s’en fait un, de même que nous voyons que le ver à soie est comme un double animal, et renferme un insecte volant sous la forme de la chenille : tant nous sommes encore dans l’obscurité sur un si important article."
L3_CH_06,je,crois,croire,5.03,NAN,qu’ il avait raison en cela,qu’ il avoir raison en celer,"J’en doute un peu, parce que je crois qu’il avait raison en cela."
L3_CH_06,je,remarquer,remarquer,7,NAN,que ce sont des possibilités dans les ressemblances,que ce être un possibilité dans le ressemblance,car je vous ai fait remarquer plusieurs lois que ce sont des possibilités dans les ressemblances.
L3_CH_06,Je,crois,croire,5.03,cependant,"que les quatre corps , qu’ ils appellent éléments , qu’ ils croient simples , et les sels , les métaux et autres corps , qu’ ils croient être mêlés parfaitement , et à qui ils accordent leurs tempéraments , ne sont pas unum per se non plus ,","que le quatre corps , qu’ il appeler élément , qu’ il croire simple , et le sel , le métal et autre corps , qu’ il croire être mêler parfaitement , et à qui il accorder leur tempérament , ne être pas unum per se non plus ,","Je crois cependant que les quatre corps, qu’ils appellent éléments, qu’ils croient simples, et les sels, les métaux et autres corps, qu’ils croient être mêlés parfaitement, et à qui ils accordent leurs tempéraments, ne sont pas unum per se non plus, d’autant plus qu’on doit juger qu’ils ne sont uniformes et similaires qu’en apparence, et même un corps similaire ne laisserait pas d’être un amas."
L3_CH_06,j’,juger,juger,7.4,ailleurs,"que leurs corps organiques sont des machines en effet , mais qui surpassent autant les artificielles qui sont de notre invention , que l’ inventeur des naturelles nous surpasse","que leur corps organique être un machine en effet , mais qui surpasser autant le artificielle qui être de notre invention , que l’ inventeur de naturel nous surpasser","et j’ai fait juger ailleurs que leurs corps organiques sont des machines en effet, mais qui surpassent autant les artificielles qui sont de notre invention, que l’inventeur des naturelles nous surpasse."
L3_CH_06,je,crois,croire,5.03,NAN,que nous ne pouvons mieux finir que par la cette longue discussion des noms des substances,que nous ne pouvoir mieux finir que par le ce long discussion de nom de substance,Et je crois que nous ne pouvons mieux finir que par la cette longue discussion des noms des substances.
L3_CH_07,je,crois,croire,5.03,NAN,que c’ est par une manière d’ ellipse,que c’ être par un manière d’ ellipse,"Mais, quand c’est un sens complet, je crois que c’est par une manière d’ellipse ;"
L3_CH_07,je,croie,croire,5.03,véritablement,"que les langues sont le meilleur miroir de l’ esprit humain , et qu’ une analyse exacte de la signification des mots ferait mieux connaître que tout autre chose les opérations de l’ entendement","que le langue être le meilleur miroir de l’ esprit humain , et qu’ un analyse exact de le signification de mot faire mieux connaître que tout autre chose le opération de l’ entendement","Mais, puisque nous avons sujet de nous hâter pour achever cette recherche des mots et pour retourner aux choses, je ne veux point vous y arrêter davantage, quoique je croie véritablement que les langues sont le meilleur miroir de l’esprit humain, et qu’une analyse exacte de la signification des mots ferait mieux connaître que tout autre chose les opérations de l’entendement."
L3_CH_09,Je,trouve,trouver,5.85,aussi,"qu’ après la religion et l’ histoire , c’ est principalement dans la médecine , en tant qu’ elle est empirique que la tradition des anciens conservée par l’ écriture , et généralement les observations d’ autrui peuvent servir","qu’ après le religion et l’ histoire , c’ être principalement dans le médecine , en tant qu’ lui être empirique que le tradition de ancien conserver par l’ écriture , et généralement le observation d’ autrui pouvoir servir","Je trouve aussi qu’après la religion et l’histoire, c’est principalement dans la médecine, en tant qu’elle est empirique que la tradition des anciens conservée par l’écriture, et généralement les observations d’autrui peuvent servir."
L3_CH_09,je,sache,savoir,8.65,bien,qu’ encore les minuties sont nécessaires bien souvent chez les critiques pour découvrir des connaissances plus importantes,qu’ encore le minutie être nécessaire bien souvent chez le critique pour découvrir un connaissance plus important,quoique je sache bien qu’encore les minuties sont nécessaires bien souvent chez les critiques pour découvrir des connaissances plus importantes.
L3_CH_09,J’,remarqué,remarquer,7,NAN,que cela n’ est point essentiel aux idées des substances,que celer n’ être point essentiel à idée de substance,"J’ai remarqué déjà plus d’une fois dans nos conversations précédentes, que cela n’est point essentiel aux idées des substances, mais j’avoue que les idées faites d’après nature sont les plus sûres et les plus utiles."
L3_CH_09,Je,crois,croire,5.03,NAN,"qu’ on en pourrait venir à bout dès à présent dans les discussions par écrit , si les hommes voulaient convenir de certains règlements et les exécuter avec soin","qu’ on en pouvoir venir à bout dès à présent dans le discussion par écrit , si le homme vouloir convenir de certain règlement et le exécuter avec soin","Je crois qu’on en pourrait venir à bout dès à présent dans les discussions par écrit, si les hommes voulaient convenir de certains règlements et les exécuter avec soin."
L3_CH_10,Je,crois,croire,5.03,NAN,"qu’ il n’ y a pas tant de mots insignifiants qu’ on pense , et qu’ avec un peu de soin et de bonne volonté on pourrait y remplir le vide , ou fixer l’ indétermination","qu’ il n’ y avoir pas tant de mot insignifiant qu’ on penser , et qu’ avec un peu de soin et de bon volonté on pouvoir y remplir le vide , ou fixer l’ indétermination","Je crois qu’il n’y a pas tant de mots insignifiants qu’on pense, et qu’avec un peu de soin et de bonne volonté on pourrait y remplir le vide, ou fixer l’indétermination."
L3_CH_10,j’,remarqué,remarquer,7,souvent,"que dans leurs disputes de spéculation sur des matières qui sont du ressort de leur esprit , ils ont tous raison des deux côtés , excepté dans les oppositions , qu’ ils font les uns aux autres , où ils prennent mal le sentiment d’ autrui","que dans leur dispute de spéculation sur un matière qui être de ressort de son esprit , il avoir tout raison de deux côté , excepté dans le opposition , qu’ il faire le un à autre , où il prendre mal le sentiment d’ autrui","cependant j’ai remarqué aussi assez souvent que dans leurs disputes de spéculation sur des matières qui sont du ressort de leur esprit, ils ont tous raison des deux côtés, excepté dans les oppositions, qu’ils font les uns aux autres, où ils prennent mal le sentiment d’autrui : ce qui vient du mauvais usage des termes et quelquefois aussi d’un esprit de contradiction et d’une affectation de supériorité."
L3_CH_10,je,crois,croire,5.03,NAN,que c’ est plutôt mauvaise coutume et inadvertance que malice,que c’ être plutôt mauvais coutume et inadvertance que malice,"Cet abus étant si commun non seulement parmi les savants mais encore dans le grand monde, je crois que c’est plutôt mauvaise coutume et inadvertance que malice qui le fait commettre."
L3_CH_10,je,croirais,croire,5.03,plutôt,qu’ il est visible qu’ on a tort de blâmer cet usage commun,qu’ il être visible qu’ on avoir tort de blâmer ce usage commun,"Et moi je croirais plutôt qu’il est visible qu’on a tort de blâmer cet usage commun, puisqu’il est très vrai que dans l’idée complexe de l’or est renfermé que c’est une chose qui a une essence réelle dont la constitution ne nous est pas autrement connue au détail que de ce qu’en dépendent des qualités telles que la malléabilité."
