Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
L2_CH_23,nous,trouverons,trouver,5.85,NAN,"que nous l’ acquerons par la même voye , et que les Idées complexes que nous avons de Dieu et des Esprits purs , sont composées des idées simples que nous recevons de la Reflexion","que nous l’ acquerer par le même voye , et que le idée complexe que nous avoir de Dieu et de esprit pur , être composer de idée simple que nous recevoir de le reflexion","En effet, si nous examinons l’Idée que nous avons de cet Etre suprême et incompréhensible, nous trouverons que nous l’acquerons par la même voye, et que les Idées complexes que nous avons de Dieu et des Esprits purs, sont composées des idées simples que nous recevons de la Reflexion."
L2_CH_23,je,trouve,trouver,5.85,NAN,"que je connais un petit nombre de choses , et quelques - unes de celles -là , ou , peut-être , toutes , d’ une manière imparfaite","que je connaître un petit nombre de chose , et quelque - un de celui -là , ou , peut-être , tout , d’ un manière imparfait","Si je trouve que je connais un petit nombre de choses, et quelques-unes de celles-là, ou, peut-être, toutes, d’une manière imparfaite, je puis former une idée d’un Etre qui en connait deux fois autant, que je puis doubler encore aussi souvent que je puis ajouter au nombre, et ainsi augmenter mon idée de connaissance en étendant sa comprehension à toutes les choses qui existent ou peuvent exister."
L3_CH_02,nous,supposons,supposer,3.29,NAN,qu’ ils sont les signes,qu’ il être le signe,"Mais que les mots ne signifient autre chose que les idées particulières des hommes, et cela par une institution tout-à-fait arbitraire, c’est ce qui parait évidemment en ce qu’ils n’excitent pas toûjours dans l’Esprit des autres, (lors même qu’ils parlent le même Langage) les mêmes idées dont nous supposons qu’ils sont les signes."
L3_CH_03,Nous,voyons,voir,5,pourtant,"que c’ est tout le contraire , car la plus grande partie des mots qui composent les diverses Langues du Monde , sont des termes généraux   : ce qui n’ est pas arrivé par négligence ou par hazard , mais par raison et par nécessité","que c’ être tout le contraire , car le plus grand partie de mot qui composer le divers langue de monde , être un terme général   : ce qui n’ être pas arriver par négligence ou par hazard , mais par raison et par nécessité","Nous voyons pourtant que c’est tout le contraire, car la plus grande partie des mots qui composent les diverses Langues du Monde, sont des termes généraux : ce qui n’est pas arrivé par négligence ou par hazard, mais par raison et par nécessité."
L3_CH_03,je,nie,nier,nan,encore,que la Nature dans la production des Choses en fait plusieurs semblables,que le nature dans le production de chose en faire plusieurs semblable,"Je ne voudrais pas qu’on s’imaginât ici, que j’oublie, et moins encore que je nie que la Nature dans la production des Choses en fait plusieurs semblables."
L3_CH_03,nous,trouverons,trouver,5.85,NAN,que c’ est -là ce qu’ emporte le mot d’ essence selon l’ usage le plus ordinaire qu’ on en fait,que c’ être -là ce qu’ emporter le mot d’ essence selon l’ usage le plus ordinaire qu’ on en faire,Et nous trouverons que c’est-là ce qu’emporte le mot d’essence selon l’usage le plus ordinaire qu’on en fait.
L3_CH_04,nous,trouverons,trouver,5.85,NAN,"que les noms des Idées simples , des Modes mixtes ( sous lesquels je comprends aussi les Relations ) et des Substances ont chacun quelque chose de particulier , par où ils différent les uns des autres","que le nom de idée simple , de mode mixte ( sou lequel je comprendre aussi le relation ) et de substance avoir chacun quelque chose de particulier , par où il différer le un de autre","cependant après avoir fait une revue plus exacte, nous trouverons que les noms des Idées simples, des Modes mixtes (sous lesquels je comprends aussi les Relations) et des Substances ont chacun quelque chose de particulier, par où ils différent les uns des autres."
L3_CH_05,nous,voyons,voir,5,Conformément,"que les hommes imaginent et considèrent rarement aucune autre idée complexe comme une Espèce particulière de Modes mixtes , que celles qui sont distinguées par certains noms","que le homme imaginer et considérer rarement aucun autre idée complexe comme un espèce particulier de mode mixte , que celui qui être distinguer par certain nom","Conformément à cela, nous voyons que les hommes imaginent et considèrent rarement aucune autre idée complexe comme une Espèce particulière de Modes mixtes, que celles qui sont distinguées par certains noms ;"
L3_CH_05,nous,voyons,voir,5,Ainsi,qu’ on ne regarde pas comme deux Espèces d’ actions distinctes de tuer un homme avec une épée ou avec une hache,qu’ on ne regarder pas comme deux espèce d’ action distinct de tuer un homme avec un épée ou avec un hache,"Ainsi nous voyons qu’on ne regarde pas comme deux Espèces d’actions distinctes de tuer un homme avec une épée ou avec une hache, mais si la pointe de l’épée entre la première dans le Corps, on regarde cela comme une Espèce distincte dans les Lieux où cette action a un nom distinct, comme () en Angleterre."
L3_CH_06,nous,concevons,concevoir,6,NAN,"que la possession nous communique plus de perfection , que nous n’ en aurions sin nous en étions privez","que le possession nous communiquer plus de perfection , que nous n’ en avoir sin nous en être priver","L’idée même la plus parfaite que nous ayons de Dieu, n’est qu’une attribution des mêmes Idées simples qui nous sont venues en reflechissant sur ce que nous trouvons en nous-mêmes, et dont nous concevons que la possession nous communique plus de perfection, que nous n’en aurions sin nous en étions privez ;"
L3_CH_06,nous,jugeons,juger,7.4,NAN,"qu’ il vaut mieux jouir que d’ en être privé , et que nous sommes d’ autant plus heureux que nous les possedons dans un plus haut dégré , nous joignons toutes ces choses ensemble en attachant l’ Infinité à chacune en particulier , et par -là nous avons l’ idée complexe d’ un Etre éternel , omniscient , tout-puissant , infiniment sage , et infiniment heureux .","qu’ il valoir mieux jouir que d’ en être priver , et que nous être d’ autant plus heureux que nous le posseder dans un plus haut dégré , nous joindre tout ce chose ensemble en attacher l’ infinité à chacun en particulier , et par -là nous avoir l’ idée complexe d’ un etre éternel , omniscient , tout-puissant , infiniment sage , et infiniment heureux .","Ainsi après avoir acquis par la reflexion que nous faisons sur nous-mêmes, l’idée d’existence, de connaissance, de puissance et de plaisir, de chacune desquelles nous jugeons qu’il vaut mieux jouir que d’en être privé, et que nous sommes d’autant plus heureux que nous les possedons dans un plus haut dégré, nous joignons toutes ces choses ensemble en attachant l’Infinité à chacune en particulier, et par-là nous avons l’idée complexe d’un Etre éternel, omniscient, tout-puissant, infiniment sage, et infiniment heureux."
L3_CH_06,nous,trouverons,trouver,5.85,NAN,que les différentes Espèces sont liées ensemble,que le différent espèce être lier ensemble,"Et ainsi, jusqu’à ce que nous arrivions aux plus basses et moins organisées parties de matière, nous trouverons par tout, que les différentes Espèces sont liées ensemble ; et ne différent que par des degrés presque insensibles."
L3_CH_06,nous,voyons,voir,5,NAN,qu’ ils vont depuis nous en descendant par des degrés presque insensibles,qu’ il aller depuis nous en descendre par un degré presque insensible,"Et lorsque nous considerons la puissance et la sagesse infinie de l’Auteur de toutes choses, nous avons sujet de penser que c’est une chose conforme à la somptueuse harmonie de l’Univers, et au grand dessein, aussi bien qu’à la bonté infinie de ce souverain Architecte, que les différentes Espèces de Créatures s’élevent aussi peu-à-peu depuis nous vers son infinie perfection, comme nous voyons qu’ils vont depuis nous en descendant par des degrés presque insensibles."
L3_CH_06,nous,trouvons,trouver,5.85,NAN,"que quelques-uns de ces Monstres n’ ont que peu ou point de ces Qualités qu’ on suppose resulter de l’ Essence de cette Espèce d’ où elles tirent leur origine , et à laquelle il semble qu’ elles appartiennent en vertu de leur naissance","que quelques-uns de ce monstre n’ avoir que peu ou point de ce qualité qu’ on supposer resulter de l’ essence de ce espèce d’ où lui tirer son origine , et à lequel il sembler qu’ lui appartenir en vertu de son naissance","car nous trouvons que quelques-uns de ces Monstres n’ont que peu ou point de ces Qualités qu’on suppose resulter de l’Essence de cette Espèce d’où elles tirent leur origine, et à laquelle il semble qu’elles appartiennent en vertu de leur naissance."
L3_CH_06,nous,trouverons,trouver,5.85,NAN,"qu’ il ne fait rien de nouveau , mais que ces genres et ces Espèces ne sont autre chose que des signes plus ou moins étendus , par où nous pouvons exprimer en peu de mots un grand nombre de choses particulières , entant qu’ elles conviennent dans des conceptions plus ou moins générales que nous avons formées dans cette vue .","qu’ il ne faire rien de nouveau , mais que ce genre et ce espèce ne être autre chose que un signe plus ou moins étendu , par où nous pouvoir exprimer en peu de mot un grand nombre de chose particulier , enter qu’ lui convenir dans un conception plus ou moins général que nous avoir former dans ce vue .","Mais si nous considerons exactement ce qui arrive dans la formation de tous ces Genres et de toutes ces Espèces, nous trouverons qu’il ne fait rien de nouveau, mais que ces genres et ces Espèces ne sont autre chose que des signes plus ou moins étendus, par où nous pouvons exprimer en peu de mots un grand nombre de choses particulières, entant qu’elles conviennent dans des conceptions plus ou moins générales que nous avons formées dans cette vue."
L3_CH_08,nous,trouverons,trouver,5.85,NAN,"que nos Idées simples ont toutes des noms abstraits aussi bien que de concrets , dont l’ un ( pour parler en Grammairien ) est un Substantif , et l’ autre un Adjectif , comme blancheur , blanc   ;","que notre idée simple avoir tout un nom abstrait aussi bien que de concret , dont l’ un ( pour parler en grammairien ) être un substantif , et l’ autre un adjectif , comme blancheur , blanc   ;","car si nous y prenons garde, nous trouverons que nos Idées simples ont toutes des noms abstraits aussi bien que de concrets, dont l’un (pour parler en Grammairien) est un Substantif, et l’autre un Adjectif, comme blancheur, blanc ;"
L3_CH_09,nous,trouverons,trouver,5.85,NAN,"que les noms des Modes mixtes sont le plus sujets à être douteux et imparfaits dans leurs significations pour les deux premières raisons , et les noms des Substances pour les deux derniéres","que le nom de mode mixte être le plus sujet à être douteux et imparfait dans leur signification pour le deux premier raison , et le nom de substance pour le deux derniére","car si nous y prenons garde, nous trouverons que les noms des Modes mixtes sont le plus sujets à être douteux et imparfaits dans leurs significations pour les deux premières raisons, et les noms des Substances pour les deux derniéres."
L3_CH_09,nous,trouverons,trouver,5.85,NAN,"que , pour leur faire entendre ce que signifient les noms des Idées simples et des Substances , on leur montre ordinairement la chose dont on veut qu’ ils ayent l’ idée , et qu’ on leur dit plusieurs fois le nom qui en est le signe , blanc , doux , lait , sucre , chien , chat , etc.","que , pour son faire entendre ce que signifier le nom de idée simple et de substance , on son montre ordinairement le chose dont on vouloir qu’ il ayer l’ idée , et qu’ on son dire plusieurs fois le nom qui en être le signe , blanc , doux , lait , sucre , chien , chat , etc.","Car si nous prenons la peine de considérer comment les Enfans apprennent les Langues, nous trouverons, que, pour leur faire entendre ce que signifient les noms des Idées simples et des Substances, on leur montre ordinairement la chose dont on veut qu’ils ayent l’idée, et qu’on leur dit plusieurs fois le nom qui en est le signe, blanc, doux, lait, sucre, chien, chat, etc."
L3_CH_10,nous,voyons,voir,5,NAN,que d’ autres personnes de bon sens qui par leur éducation n’ ont pas été dressez à cette espèce de subtilité,que d’ autre personne de bon sens qui par son éducation n’ avoir pas être dresser à ce espèce de subtilité,"Car nous voyons tous les jours que d’autres personnes de bon sens qui par leur éducation n’ont pas été dressez à cette espèce de subtilité, peuvent exprimer nettement leurs pensées les uns aux autres et se servir utilement du Langage en le prenant dans sa simplicité naturelle."
L3_CH_10,nous,concevons,concevoir,6,non,que différentes solidités,que différents solidité,"Telle étant notre idée de la Matière, nous ne concevons non plus différentes Matières dans le Monde que différentes solidités, nous ne parlons non plus de différentes Matières que de différentes solidités,"
L3_CH_10,nous,supposons,supposer,3.29,NAN,"que le nom d’ homme signifie dans ce cas -là l’ essence réelle d’ une Espèce , et que c’ est autant que si l’ on disait , qu’ un Animal raisonnable renferme une meilleure description de cette Essence réelle , qu’ un Animal à deux piés , sans plume , et avec de larges ongles","que le nom d’ homme signifier dans ce cas -là l’ essence réel d’ un espèce , et que c’ être autant que si l’ on dire , qu’ un animal raisonnable renfermer un meilleur description de ce essence réel , qu’ un animal à deux pié , sans plume , et avec de large ongle","Ainsi, quand nous disons que c’est bien définir l’Homme que de dire qu’il est un Animal raisonnable, et qu’au contraire c’est le mal définir que de dire que c’est un Animal sans plume, à deux piés, avec de larges ongles, il est visible que nous supposons que le nom d’homme signifie dans ce cas-là l’essence réelle d’une Espèce, et que c’est autant que si l’on disait, qu’un Animal raisonnable renferme une meilleure description de cette Essence réelle, qu’un Animal à deux piés, sans plume, et avec de larges ongles."
L3_CH_11,je,remarquerai,remarquer,7,NAN,"que quelqu’ un de des Disputeurs écarte de tous ces termes l’ équivoque et l’ obscurité , ( ce que chacun peut faire à l’ égard des Mots dont il se sert lui-même ) je croirai qu’ il combat véritablement pour la Vérité et pour la Paix , et qu’ il n’ est point esclave de la Vanité , de l’ Ambition , ou de l’ Amour de Parti","que quelqu’ un de un disputeur écarter de tout ce terme l’ équivoque et l’ obscurité , ( ce que chacun pouvoir faire à l’ égard de mot dont il se servir lui-même ) je croire qu’ il combattre véritablement pour le vérité et pour le paix , et qu’ il n’ être point esclave de le vanité , de l’ ambition , ou de l’ amour de parti","Du reste, quand je remarquerai que quelqu’un de des Disputeurs écarte de tous ces termes l’équivoque et l’obscurité, (ce que chacun peut faire à l’égard des Mots dont il se sert lui-même) je croirai qu’il combat véritablement pour la Vérité et pour la Paix, et qu’il n’est point esclave de la Vanité, de l’Ambition, ou de l’Amour de Parti."
L3_CH_11,je,croirai,croire,5.03,NAN,"qu’ il combat véritablement pour la Vérité et pour la Paix , et qu’ il n’ est point esclave de la Vanité , de l’ Ambition , ou de l’ Amour de Parti","qu’ il combattre véritablement pour le vérité et pour le paix , et qu’ il n’ être point esclave de le vanité , de l’ ambition , ou de l’ amour de parti","Du reste, quand je remarquerai que quelqu’un de des Disputeurs écarte de tous ces termes l’équivoque et l’obscurité, (ce que chacun peut faire à l’égard des Mots dont il se sert lui-même) je croirai qu’il combat véritablement pour la Vérité et pour la Paix, et qu’il n’est point esclave de la Vanité, de l’Ambition, ou de l’Amour de Parti."
L3_CH_11,nous,supposons,supposer,3.29,NAN,"que les autres idées qui composent notre idée complexe de cette Espèce , sont attachées","que le autre idée qui composer notre idée complexe de ce espèce , être attacher","Car comme il y a ordinairement en chaque sorte de Substances quelques Qualités directrices, si j’ose m’exprimer ainsi, auxquelles nous supposons que les autres idées qui composent notre idée complexe de cette Espèce, sont attachées, nous donnons hardiment le nom spécifique à la chose dans laquelle se trouve cette marque caracteristique que nous regardons comme l’idée la plus distinctive de cette Espèce."
L4_CH_01,nous,connaissons,connaître,7,NAN,que le Blanc n’ est pas le Noir,que le blanc n’ être pas le noir,"Car lorsque nous connaissons que le Blanc n’est pas le Noir, que faisons-nous autre chose qu’appercevoir que ces deux idées ne conviennent point ensemble ?"
L4_CH_01,nous,affirmons,affirmer,nan,NAN,qu’ il est fixe,qu’ il être fixe,"Ainsi, quand nous affirmons touchant l’Or, qu’il est fixe, la connaissance que nous avons de cette vérité se réduit uniquement à ceci, que la fixité ou la puissance de demeurer dans le Feu sans se consumer, est une idée qui se trouve toûjours jointe avec cette espèce particuliére de jaune, de pesanteur, de fusibilité, de malléabilité et de capacité d’être dissous dans l’Eau Regale, qui compose notre idée complexe que nous désignons par le mot Or."
L4_CH_01,je,trouve,trouver,5.85,cependant,que cette connaissance renferme une parfaite certitude,que ce connaissance renfermer un parfait certitude,"cependant je trouve après y avoir bien pensé, que cette connaissance renferme une parfaite certitude, et est en effet une véritable connaissance."
L4_CH_02,nous,trouverons,trouver,5.85,NAN,"que quelquefois l’ Esprit aperçoit la convenance ou la disconvenance de deux Idées , immédiatement par elles - mêmes , sans l’ intervention d’ aucun autre , ce qu’ on peut appeller une Connaissance intuitive .","que quelquefois l’ esprit apercevoir le convenance ou le disconvenance de deux idée , immédiatement par lui - même , sans l’ intervention d’ aucun autre , ce qu’ on pouvoir appeller un connaissance intuitif .","Car si nous réfléchissons sur notre manière de penser, nous trouverons que quelquefois l’Esprit aperçoit la convenance ou la disconvenance de deux Idées, immédiatement par elles-mêmes, sans l’intervention d’aucun autre, ce qu’on peut appeller une Connaissance intuitive."
L4_CH_02,je,crois,croire,5.03,pourtant,que dans ce cas -là nous avons un dégré d’ évidence qui nous éleve au dessus du doute,que dans ce cas -là nous avoir un dégré d’ évidence qui nous éleve au dessus de doute,"Pour moi, je crois pourtant que dans ce cas-là nous avons un dégré d’évidence qui nous éleve au dessus du doute."
L4_CH_02,nous,trouvons,trouver,5.85,certainement,que le Plaisir ou la Douleur vient en suite de l’ application de certains Objets sur nous,que le plaisir ou le douleur venir en suite de l’ application de certain objet sur nous,"je répons que comme nous trouvons certainement que le Plaisir ou la Douleur vient en suite de l’application de certains Objets sur nous, desquels Objets nous apercevons l’existence actuellement ou en songe, par le moyen de nos Sens, cette certitude est aussi grande que notre bonheur ou notre misére, deux choses au delà desquelles nous n’avons aucun intérêt par rapport à notre Connaissance ou à notre existence."
L4_CH_03,nous,concevons,concevoir,6,NAN,"que le Corps produit le Plaisir ou la Douleur , ou bien l’ idée d’ une Couleur ou d’ un Son","que le corps produire le plaisir ou le douleur , ou bien l’ idée d’ un couleur ou d’ un son","de sorte que lorsque nous concevons que le Corps produit le Plaisir ou la Douleur, ou bien l’idée d’une Couleur ou d’un Son, nous sommes obligez d’abandonner notre Raison, d’aller au delà de nos propres idées, et d’attribuer cette production au seul bon plaisir de notre Créateur."
L4_CH_03,je,connais,connaître,7,NAN,qu’ un Triangle a trois angles égaux à deux Droits,qu’ un triangle avoir trois angle égal à deux droit,"et l’idée qu’on désigne par le nom d’injustice étant l’invasion ou la violation d’un Droit, il est évident que ces idées étant ainsi déterminées, et ces noms leur étant attachez, je puis connaître aussi certainement que cette Proposition est véritable que je connais qu’un Triangle a trois angles égaux à deux Droits."
L4_CH_03,nous,trouverons,trouver,5.85,NAN,"que cette Ignorance nous cache dans une obscurité impénétrable presque tout le Monde intellectuel , qui certainement est et plus grand et plus beau que le Monde materiel","que ce ignorance nous cache dans un obscurité impénétrable presque tout le monde intellectuel , qui certainement être et plus grand et plus beau que le monde materiel","Que si nous ajoutons à cela la consideration de ce nombre infini d’Esprits qui peuvent exister et qui existent probablement, mais qui sont encore plus éloignés de notre Connaissance, puisqu’ils nous sont absolument inconnus et que nous ne saurions nous former aucune idée distincte de leurs différens ordres ou différentes Espèces, nous trouverons que cette Ignorance nous cache dans une obscurité impénétrable presque tout le Monde intellectuel, qui certainement est et plus grand et plus beau que le Monde materiel."
L4_CH_03,nous,trouvons,trouver,5.85,NAN,"que des Choses agissent régulièrement , aussi loin que s’ étendent nos Observations","que un chose agir régulièrement , aussi loin que s’ étendre notre observation","Lorsque nous trouvons que des Choses agissent régulièrement, aussi loin que s’étendent nos Observations, nous pouvons conclure qu’elles agissent en vertu d’une Loi qui leur est prescrite, mais qui pourtant nous est inconnue"
L4_CH_04,nous,trouverons,trouver,5.85,NAN,que toute cette connaissance roule uniquement sur nos propres idées,que tout ce connaissance roule uniquement sur notre propre idée,"Cependant à bien considérer la chose, nous trouverons que toute cette connaissance roule uniquement sur nos propres idées."
L4_CH_04,nous,trouverons,trouver,5.85,NAN,"que l’ idée de la figure , du mouvement et de la vie d’ un homme destitué de Raison , est aussi bien une Idée distincte , et constitué aussi bien une espèce de Choses distincte de l’ Homme et de la Bête , que l’ Idée de la figure d’ un Ane accompagnée de Raison serait différente de celle de l’ Homme ou de la Bête , et constituerait une Espèce d’ Animal qui tiendrait le milieu entre l’ Homme et la Bête , ou qui serait distinct de l’ un et de l’ autre","que l’ idée de le figure , de mouvement et de le vie d’ un homme destituer de raison , être aussi bien un idée distinct , et constituer aussi bien un espèce de chose distinct de l’ homme et de le bête , que l’ idée de le figure d’ un Ane accompagner de raison être différent de celui de l’ homme ou de le bête , et constituer un espèce d’ animal qui tenir le milieu entrer l’ homme et le bête , ou qui être distinct de l’ un et de l’ autre",", nous trouverons que l’idée de la figure, du mouvement et de la vie d’un homme destitué de Raison, est aussi bien une Idée distincte, et constitué aussi bien une espèce de Choses distincte de l’Homme et de la Bête, que l’Idée de la figure d’un Ane accompagnée de Raison serait différente de celle de l’Homme ou de la Bête, et constituerait une Espèce d’Animal qui tiendrait le milieu entre l’Homme et la Bête, ou qui serait distinct de l’un et de l’autre."
L4_CH_05,nous,trouverons,trouver,5.85,NAN,"que quand nous formons en nous - mêmes quelques Propositions sur le Blanc ou le Noir , sur le Doux ou l’ Amer , sur un Triangle ou un Cercle , nous pouvons former dans notre Esprit des Idées mêmes","que quand nous former en nous - même quelque proposition sur le blanc ou le noir , sur le Doux ou l’ Amer , sur un triangle ou un cercle , nous pouvoir former dans notre esprit un idée même","Car si nous observons soigneusement la manière dont notre Esprit se prend à penser et à raisonner, nous trouverons, à mon avis, que quand nous formons en nous-mêmes quelques Propositions sur le Blanc ou le Noir, sur le Doux ou l’Amer, sur un Triangle ou un Cercle, nous pouvons former dans notre Esprit des Idées mêmes ;"
L4_CH_05,nous,affirmons,affirmer,nan,NAN,qu’ il n’ est aisé de l’ expliquer par des paroles,qu’ il n’ être aisé de l’ expliquer par un parole,"Mais cette action de l’Esprit qui est si familiere à tout homme qui pense et qui raisonne, est plus facile à concevoir en reflechissant sur ce qui se passe en nous, lorsque nous affirmons ou nions, qu’il n’est aisé de l’expliquer par des paroles."
L4_CH_06,nous,voyons,voir,5,NAN,"que les Idées que ces termes signifient , conviennent ou ne conviennent pas","que le idée que ce terme signifier , convenir ou ne convenir pas","Et quand nous voyons que les Idées que ces termes signifient, conviennent ou ne conviennent pas, selon qu’ils sont affirmez ou niez l’un de l’autre, c’est alors que nous sommes certains de la vérité ou de la fausseté de ces Propositions."
L4_CH_07,nous,reconnaîtrons,reconnaître,6.85,NAN,"que non seulement ce peu de Propositions qui ont passé pour Maximes sont évidentes par elles - mêmes , mais que quantité , ou plûtôt une infinité d’ autres Propositions le sont aussi","que non seulement ce peu de proposition qui avoir passer pour maxime être évident par lui - même , mais que quantité , ou plûtôt un infinité d’ autre proposition le être aussi","par où nous reconnaîtrons que non seulement ce peu de Propositions qui ont passé pour Maximes sont évidentes par elles-mêmes, mais que quantité, ou plûtôt une infinité d’autres Propositions le sont aussi."
L4_CH_07,nous,trouverons,trouver,5.85,NAN,"que les Idées générales sont des fictions de l’ Esprit qu’ on peut former sans quelque peine , et qui ne se présentent pas si aisément que nous sommes portés à nous le figurer","que le idée général être un fiction de l’ esprit qu’ on pouvoir former sans quelque peine , et qui ne se présenter pas si aisément que nous être porter à nous le figurer","car si nous les considerons exactement, nous trouverons que les Idées générales sont des fictions de l’Esprit qu’on peut former sans quelque peine, et qui ne se présentent pas si aisément que nous sommes portés à nous le figurer."
L4_CH_07,Je,sais,savoir,8.65,bien,"que sur la foi des Scholastiques , on parle beaucoup de Sciences , et des Maximes , sur qui ces Sciences sont fondées","que sur le foi de scholastique , on parler beaucoup de science , et de maxime , sur qui ce science être fonder","Je sais bien que sur la foi des Scholastiques, on parle beaucoup de Sciences, et des Maximes, sur qui ces Sciences sont fondées."
L4_CH_07,j’,voir,voir,5,déjà,que c’ est -là une grande erreur,que c’ être -là un grand erreur,Mais j’ai déjà fait voir que c’est-là une grande erreur.
L4_CH_07,nous,verrons,voir,5,NAN,que tant que la Démonstration dépendra de ces Principes,que tant que le démonstration dépendre de ce principe,"Par exemple, que l’homme soit le sujet sur lequel on veut démontrer quelque chose par le moyen de ces premiers Principes, et nous verrons que tant que la Démonstration dépendra de ces Principes, elle ne sera que verbale, et ne nous fournira aucune Proposition certaine, véritable, et universelle, ni aucune connaissance de quelque Etre existant hors de nous."
L4_CH_08,nous,trouverons,trouver,5.85,peut-être,"qu’ il y en a beaucoup plus qu’ on ne croit communément qui ne roulent que sur la signification des mots , et qui ne renferment rien que l’ usage et l’ application de ces signes","qu’ il y en avoir beaucoup plus qu’ on ne croire communément qui ne rouler que sur le signification de mot , et qui ne renfermer rien que l’ usage et l’ application de ce signe","Si nous examinons sur ces deux Règles les Propositions qui composent les Discours écrits ou non écrits, nous trouverons peut-être qu’il y en a beaucoup plus qu’on ne croit communément qui ne roulent que sur la signification des mots, et qui ne renferment rien que l’usage et l’application de ces signes."
L4_CH_09,nous,apercevons,apercevoir,nan,tant,que la chose n’ a pas besoin et n’ est point capable d’ être démontrée par aucune preuve,que le chose n’ avoir pas besoin et n’ être point capable d’ être démontrer par aucun preuve,"Pour ce qui est de notre existence, nous l’apercevons avec tant d’évidence et de certitude, que la chose n’a pas besoin et n’est point capable d’être démontrée par aucune preuve."
L4_CH_10,nous,trouverons,trouver,5.85,NAN,qu’ elle est incapable,qu’ lui être incapable,"En effet, supposons une partie de Matière, grosse ou petite, qui existe de toute éternité, nous trouverons qu’elle est incapable de rien produire par elle-même."
L4_CH_10,Je,suppose,supposer,3.29,NAN,qu’ ils feront difficulté de le dire,qu’ il faire difficulté de le dire,Je suppose qu’ils feront difficulté de le dire ;
L4_CH_11,je,connais,connaître,7,NAN,"que cette Qualité ou cet Accident , dont l’ apparence étant devant mes yeux produit toûjours cette idée , existe réellement et hors de moi","que ce qualité ou ce accident , dont l’ apparence être devant mon oeil produire toûjours ce idée , exister réellement et hors de moi","et par-là je connais que cette Qualité ou cet Accident, dont l’apparence étant devant mes yeux produit toûjours cette idée, existe réellement et hors de moi."
L4_CH_11,je,vois,voir,5,NAN,"que je puis changer les apparences du Papier , et en traçant des Lettres","que je pouvoir changer le apparence de papier , et en tracer un lettre","Ainsi en écrivant ceci je vois que je puis changer les apparences du Papier, et en traçant des Lettres, dire d’avance quelle nouvelle Idée il présentera à l’Esprit dans le moment immédiatement suivant, par quelques traits que j’y ferai avec la plume ;"
L4_CH_11,je,trouve,trouver,5.85,NAN,"que les caractères qui ont été tracez selon la fantaisie de mon Esprit , ne dépendent plus de cette fantaisie , et ne cessent pas d’ être , dès que je viens à me figurer qu’ ils ne sont plus","que le caractère qui avoir être tracer selon le fantaisie de mon esprit , ne dépendre plus de ce fantaisie , et ne cesser pas d’ être , dès que je venir à me figurer qu’ il ne être plus","D’où il s’ensuit visiblement que ce n’est pas un simple jeu de mon Imagination, puisque je trouve que les caractères qui ont été tracez selon la fantaisie de mon Esprit, ne dépendent plus de cette fantaisie, et ne cessent pas d’être, dès que je viens à me figurer qu’ils ne sont plus"
L4_CH_11,nous,connaissons,connaître,7,NAN,qu’ un Objet existe lorsqu’ il frappe actuellement nos Sens,qu’ un objet exister lorsqu’ il frappe actuellement notre sens,"Comme nous connaissons qu’un Objet existe lorsqu’il frappe actuellement nos Sens, nous pouvons de même être assurés par le moyen de notre Mémoire que les choses dont nos Sens ont été affectez, ont existé auparavant."
L4_CH_11,je,connais,connaître,7,certainement,"que l’ Eau existe présentement , que ces Bulles ou ces Couleurs","que l’ eau exister présentement , que ce bulle ou ce couleur","Mais à cette heure que je suis éloigné de la vue de l’Eau et de ces Bulles, je ne connais pas plus certainement que l’Eau existe présentement, que ces Bulles ou ces Couleurs ;"
L4_CH_11,nous,sachions,savoir,8.65,NAN,qu’ elles y sont actuellement,qu’ lui y être actuellement,"Mais quoi que nous ayions ces Idées dans l’Esprit, et que nous sachions qu’elles y sont actuellement, cependant ce que nous avons ces idées ne nous fait pas connaître qu’aucune telle chose existe hors de nous, ou qu’il y ait aucuns Esprits finis, ni aucun autre Etre spirituel que Dieu."
L4_CH_12,je,crois,croire,5.03,NAN,que quiconque considérera la chose avec soin,que quiconque considérer le chose avec soin,"Mais je crois que quiconque considérera la chose avec soin, avouera que les grands progrès et la certitude de la Connaissance réelle où les hommes parviennent dans les Mathematiques, ne doivent point être attribuez à l’influence de ces Principes, et ne procèdent point de quelque avantage particulier que produisent deux ou trois Maximes générales qu’ils ont posé au commencement, mais des idées claires, distinctes, et complètes qu’ils ont dans l’Esprit, et du rapport d’égalité et d’inégalité qui est si évident entre quelques-unes de ces Idées, qu’ils le connaissent intuïtivement, par où ils ont un moyen de découvrir dans d’autres idées, et cela sans le secours de ces Maximes."
L4_CH_15,nous,connaissions,connaître,7,NAN,qu’ elles le soient,qu’ lui le être,"Parce qu’elle nous fait présumer que les choses sont véritables, avant que nous connaissions qu’elles le soient."
L4_CH_15,nous,connaissions,connaître,7,certainement,qu’ elles le sont,qu’ lui le être,"Ainsi, la Probabilité étant destinée à suppléer au défaut de notre Connaissance et à nous servir de guide dans les endroits où la Connaissance nous manque, elle roule toûjours sur des Propositions que quelques motifs nous portent à recevoir pour véritables sans que nous connaissions certainement qu’elles le sont."
