Divs,Source,VAP,Lemma,VAP_values,ADV,Target,Target_lemma,Phrase Complete
meditation_5,j’,reconnu,reconnaître,6.85,aussi,"que toutes choses dépendent de lui , et qu’ il n’ est point trompeur , et qu’ en suite de cela j’ ai jugé que tout ce que je conçois clairement et distinctement ne peut manquer d’ être vrai","que tout chose dépendre de luire , et qu’ il n’ être point trompeur , et qu’ en suite de celer j’ avoir juger que tout ce que je concevoir clairement et distinctement ne pouvoir manquer d’ être vrai","Mais après que j’ai reconnu qu’il y a un Dieu, parce qu’en même temps j’ai reconnu aussi que toutes choses dépendent de lui, et qu’il n’est point trompeur, et qu’en suite de cela j’ai jugé que tout ce que je conçois clairement et distinctement ne peut manquer d’être vrai ;"
meditation_5,j’,jugé,juger,7.4,aussi,que tout ce que je conçois clairement et distinctement ne peut manquer d’ être vrai,que tout ce que je concevoir clairement et distinctement ne pouvoir manquer d’ être vrai,"Mais après que j’ai reconnu qu’il y a un Dieu, parce qu’en même temps j’ai reconnu aussi que toutes choses dépendent de lui, et qu’il n’est point trompeur, et qu’en suite de cela j’ai jugé que tout ce que je conçois clairement et distinctement ne peut manquer d’être vrai ;"
meditation_5,je,sais,savoir,8.65,déjà,que je ne puis me tromper dans les jugements dont je connais clairement les raisons,que je ne pouvoir me tromper dans le jugement dont je connaître clairement le raison,Mais je sais déjà que je ne puis me tromper dans les jugements dont je connais clairement les raisons :
meditation_5,je,reconnais,reconnaître,6.85,clairement,"que la certitude , et la vérité de toute science , dépend de la seule connaissance du vrai Dieu","que le certitude , et le vérité de tout science , dépendre de le seul connaissance de vrai dieu","Et ainsi je reconnais très-clairement que la certitude, et la vérité de toute science, dépend de la seule connaissance du vrai Dieu ;"
meditation_6,je,jugé,juger,7.4,jamais,qu’ il lui fût impossible de faire quelque chose,qu’ il luire être impossible de faire quelque chose,"et je n’ai jamais jugé qu’il lui fût impossible de faire quelque chose, qu’alors que je trouvais de la contradiction à la pouvoir bien concevoir."
meditation_6,je,vois,voir,5,NAN,que je me sers lorsque je m’ applique à la considération des choses matérielles,que je me servir lorsque je m’ applique à le considération de chose matériel,"De plus la faculté d’imaginer qui est en moi, et de laquelle je vois par expérience que je me sers lorsque je m’applique à la considération des choses matérielles, est capable de me persuader leur existence :"
meditation_6,je,trouve,trouver,5.85,NAN,"qu’ elle n’ est autre chose qu’ une certaine application de la faculté qui connaît , au corps qui lui est intimement présent , et partant","qu’ lui n’ être autre chose qu’ un certain application de le faculté qui connaître , au corps qui luire être intimement présent , et partant","car quand je considère attentivement ce que c’est que l’imagination, je trouve qu’elle n’est autre chose qu’une certaine application de la faculté qui connaît, au corps qui lui est intimement présent, et partant"
meditation_6,je,conçois,concevoir,6,bien,"que c’ est une figure composée de mille côtés , aussi facilement que je conçois qu’ un triangle est une figure composée de trois côtés seulement","que c’ être un figure composer de mille côté , aussi facilement que je concevoir qu’ un triangle être un figure composer de trois côté seulement","Que si je veux penser à un Chiliogone, je conçois bien à la vérité que c’est une figure composée de mille côtés, aussi facilement que je conçois qu’un triangle est une figure composée de trois côtés seulement, mais je ne puis pas imaginer les mille côtés d’un Chiliogone, comme je fais les trois d’un triangle, ni pour ainsi dire, les regarder comme présents avec les yeux de mon esprit."
meditation_6,je,conçois,concevoir,6,bien,qu’ un triangle est une figure composée de trois côtés seulement,qu’ un triangle être un figure composer de trois côté seulement,"Que si je veux penser à un Chiliogone, je conçois bien à la vérité que c’est une figure composée de mille côtés, aussi facilement que je conçois qu’un triangle est une figure composée de trois côtés seulement, mais je ne puis pas imaginer les mille côtés d’un Chiliogone, comme je fais les trois d’un triangle, ni pour ainsi dire, les regarder comme présents avec les yeux de mon esprit."
meditation_6,je,connais,connaître,7,clairement,"que j’ ai besoin d’ une particulière contention d’ esprit pour imaginer , de laquelle je ne me sers point pour concevoir","que j’ avoir besoin d’ un particulier contention d’ esprit pour imaginer , de lequel je ne me servir point pour concevoir","Ainsi je connais clairement que j’ai besoin d’une particulière contention d’esprit pour imaginer, de laquelle je ne me sers point pour concevoir ;"
meditation_6,je,trouve,trouver,5.85,néanmoins,"que de cette idée distincte de la nature corporelle , que j’ ai en mon imagination","que de ce idée distinct de le nature corporel , que j’ avoir en mon imagination","Mais ce n’est que probablement, et quoique j’examine soigneusement toutes choses, je ne trouve pas néanmoins que de cette idée distincte de la nature corporelle, que j’ai en mon imagination, je puisse tirer aucun argument qui conclue avec nécessité l’existence de quelque corps."
meditation_6,je,crois,croire,5.03,NAN,"que pour les examiner plus commodément , il est à propos que j’ examine en même temps ce que c’ est que sentir , et que je voie si des idées que je reçois en mon esprit par cette façon de penser , que j’ appelle sentir , je puis tirer quelque preuve certaine de l’ existence des choses corporelles .","que pour le examiner plus commodément , il être à propos que j’ examiner en même temps ce que c’ être que sentir , et que je voir si de idée que je recevoir en mon esprit par ce façon de penser , que j’ appeler sentir , je pouvoir tirer quelque preuve certain de l’ existence de chose corporel .","je crois que pour les examiner plus commodément, il est à propos que j’examine en même temps ce que c’est que sentir, et que je voie si des idées que je reçois en mon esprit par cette façon de penser, que j’appelle sentir, je puis tirer quelque preuve certaine de l’existence des choses corporelles."
meditation_6,je,reconnaissais,reconnaître,6.85,NAN,"que les idées que je formais de moi - même , n’ étaient pas si expresses , que celles que je recevais par les sens , et même qu’ elles étaient le plus souvent composées des parties de celles-ci , je me persuadais aisément que je n’ avais aucune idée dans mon esprit , qui n’ eût passé auparavant par mes sens","que le idée que je former de moi - même , n’ être pas si express , que celui que je recevoir par le sens , et même qu’ lui être le plus souvent composer de party de celui-ci , je me persuader aisément que je n’ avoir aucun idée dans mon esprit , qui n’ avoir passer auparavant par mon sens","Et parce que je me ressouvenais aussi que je m’étais plutôt servi des sens, que de la raison, et que je reconnaissais que les idées que je formais de moi-même, n’étaient pas si expresses, que celles que je recevais par les sens, et même qu’elles étaient le plus souvent composées des parties de celles-ci, je me persuadais aisément que je n’avais aucune idée dans mon esprit, qui n’eût passé auparavant par mes sens."
meditation_6,je,croyais,croire,5.03,NAN,"que ce corps ( lequel par un certain droit particulier j’ appelais mien ) , m’ appartenait plus proprement , et plus étroitement que pas un autre ;","que ce corps ( lequel par un certain droit particulier j’ appeler mien ) , m’ appartenir plus proprement , et plus étroitement que pas un autre ;","Ce n’était pas aussi sans quelque raison que je croyais que ce corps (lequel par un certain droit particulier j’appelais mien), m’appartenait plus proprement, et plus étroitement que pas un autre ;"
meditation_6,je,remarquais,remarquer,7,NAN,"que les jugements que j’ avais coutume de faire de ces objets , se formaient en moi avant que j’ eusse le loisir de peser , et considérer aucunes raisons qui me pussent obliger à les faire","que le jugement que j’ avoir coutume de faire de ce objet , se former en moi avant que j’ avoir le loisir de peser , et considérer aucun raison qui me pouvoir obliger à le faire","Et en même façon il me semblait que j’avais appris de la nature toutes les autres choses que je jugeais touchant les objets de mes sens, parce que je remarquais que les jugements que j’avais coutume de faire de ces objets, se formaient en moi avant que j’eusse le loisir de peser, et considérer aucunes raisons qui me pussent obliger à les faire."
meditation_6,je,connais,connaître,7,NAN,que j’ existe,que j’ exister,"Et partant de cela même que je connais avec certitude que j’existe, et que cependant je ne remarque point qu’il appartienne nécessairement aucune autre chose à ma nature, ou à mon essence, sinon que je suis une chose qui pense, je conclus fort bien que mon essence consiste en cela seul, que je suis une chose qui pense, ou une substance dont toute l’essence ou la nature n’est que de penser."
meditation_6,je,conçois,concevoir,6,NAN,"qu’ elles sont distinctes de moi , comme les figures , les mouvements , et les autres modes ou accidents des corps","qu’ lui être distinct de moi , comme le figure , le mouvement , et le autre mode ou accident de corps","Car dans la notion que nous avons de ces facultés, ou, (pour me servir des termes de l’école) dans leur concept formel, elles enferment quelque sorte d’intellection : d’où je conçois qu’elles sont distinctes de moi, comme les figures, les mouvements, et les autres modes ou accidents des corps, le sont des corps mêmes qui les soutiennent."
meditation_6,je,vois,voir,5,NAN,"que tant en ceci , qu’ en plusieurs autres choses semblables , j’ ai accoutumé de pervertir et confondre l’ ordre de la nature","que tant en ceci , qu’ en plusieurs autre chose semblable , j’ avoir accoutumer de pervertir et confondre l’ ordre de le nature","mais je vois que tant en ceci, qu’en plusieurs autres choses semblables, j’ai accoutumé de pervertir et confondre l’ordre de la nature : parce que ces sentiments, ou perceptions des sens n’ayant été mises en moi que pour signifier à mon esprit quelles choses sont convenables ou nuisibles au composé dont il est partie, et jusques là étant assez claires, et assez distinctes, je m’en sers néanmoins comme si elles étaient des règles très-certaines, par lesquelles je pusse connaître immédiatement l’essence, et la nature des corps qui sont hors de moi, de laquelle toutefois elles ne me peuvent rien enseigner que de fort obscur, et confus."
meditation_6,je,reconnais,reconnaître,6.85,facilement,"qu’ il serait aussi naturel à ce corps , étant par exemple hydropique , de souffrir la sécheresse du gosier , qui a coutume de signifier à l’ esprit le sentiment de la soif , et d’ être disposé par cette sécheresse à mouvoir ses nerfs , et ses autres parties , en la façon qui est requise pour boire , et ainsi d’ augmenter son mal , et se nuire à soi - même , qu’ il lui est naturel , lorsqu’ il n’ a aucune indisposition , d’ être porté à boire pour son utilité par une semblable sécheresse de gosier","qu’ il être aussi naturel à ce corps , être par exemple hydropique , de souffrir le sécheresse de gosier , qui avoir coutume de signifier à l’ esprit le sentiment de le soif , et d’ être disposer par ce sécheresse à mouvoir son nerf , et son autre party , en le façon qui être requérir pour boire , et ainsi d’ augmenter son mal , et se nuire à soi - même , qu’ il luire être naturel , lorsqu’ il n’ avoir aucun indisposition , d’ être porter à boire pour son utilité par un semblable sécheresse de gosier","De même aussi si je considère le corps de l’homme, comme étant une machine tellement bastie et composée d’os, de nerfs, de muscles, de veines, de sang, et de peau, qu’encore bien qu’il n’y eût en lui aucun esprit, il ne laissait pas de se mouvoir en toutes les mêmes façons qu’il fait à présent, lorsqu’il ne se meut point par la direction de sa volonté, ni par conséquent par l’aide de l’esprit, mais seulement par la disposition de ses organes, je reconnais facilement qu’il serait aussi naturel à ce corps, étant par exemple hydropique, de souffrir la sécheresse du gosier, qui a coutume de signifier à l’esprit le sentiment de la soif, et d’être disposé par cette sécheresse à mouvoir ses nerfs, et ses autres parties, en la façon qui est requise pour boire, et ainsi d’augmenter son mal, et se nuire à soi-même, qu’il lui est naturel, lorsqu’il n’a aucune indisposition, d’être porté à boire pour son utilité par une semblable sécheresse de gosier."
meditation_6,je,reconnais,reconnaître,6.85,toutefois,que cette dernière façon d’ expliquer la nature est beaucoup différente de l’ autre,que ce dernier façon d’ expliquer le nature être beaucoup différent de l’ autre,je reconnais toutefois que cette dernière façon d’expliquer la nature est beaucoup différente de l’autre ;
