Divs,Phrases
L2_CH_22,"J’avoue qu’en pensant à la création on ne conçoit point une manière d’agir, capable de quelque détail, qui ne saurait même y avoir lieu ; mais, puisqu’on exprime quelque chose de plus que Dieu et le monde (car on pense que Dieu est la cause et le monde l’effet, ou bien que Dieu a produit le monde), il est manifeste qu’on pense encore à l’action."
L2_CH_23,"L’esprit remarque qu’un certain nombre d’idées simples vont constamment ensemble, qui, étant regardées comme appartenant à une seule chose, sont désignées par un seul nom lorsqu’elles sont ainsi réunies dans un seul sujet."
L2_CH_23,"De là vient que, quoique ce soit véritablement un amas de plusieurs idées jointes ensemble, dans la suite nous sommes portés par inadvertance à en parler comme d’une seule idée simple."
L2_CH_23,"Je ne vois rien, dans les expressions reçues, qui mérite d’être taxé d’inadvertance ; et, quoiqu’on reconnaisse un seul sujet et une seule idée, on ne reconnaît pas une seule idée simple."
L2_CH_23,"Ne pouvant imaginer comment ces idées simples peuvent subsister par elles-mêmes, nous nous accoutumons à supposer quelque chose qui les soutienne (substratum) où elles subsistent et d’où elles résultent, à qui pour cet effet on donne le nom de substance."
L2_CH_23,"Je crois qu’on a raison de penser ainsi, et nous n’avons que faire de nous y accoutumer ou de le supposer, puisque d’abord nous concevons plusieurs prédicats d’un même sujet, et ces mots métaphoriques de soutien ou de substratum ne signifient que cela ; de sorte que je ne vois point pourquoi on s’y fasse de la difficulté."
L2_CH_23,"Au contraire, c’est plutôt le concretum comme savant, chaud, luisant, qui nous vient dans l’esprit, que les abstractions ou qualités (car ce sont elles qui sont dans l’objet substantiel et non pas les idées), comme, savoir, chaleur, lumière, etc."
L2_CH_23,"On peut même douter si ces accidents sont des êtres véritables, comme, en effet, ce ne sont bien souvent que des rapports."
L2_CH_23,"L’on sait aussi que ce sont les abstractions qui font naître le plus de difficultés, quand on les veut éplucher, comme savent ceux qui sont informés des subtilités des scolastiques, dont ce qu’il y a de plus épineux tombe tout d’un coup si l’on veut bannir les êtres abstraits, et se résout à ne parler ordinairement que par concrets et de n’admettre d’autres termes dans les démonstrations des sciences que ceux qui représentent des sujets substantiels."
L2_CH_23,"Ainsi c’est nodum quærere in scirpo, si je l’ose dire, et renverser les choses que de prendre les qualités ou autres termes abstraits pour ce qu’il y a de plus aisé, et les concrets pour quelque chose de fort difficile."
L2_CH_23,On n’a point d’autre notion de la pure substance en général que de je ne sais quel sujet qui lui est tout à fait inconnu et qu’on suppose être le soutien des qualités.
L2_CH_23,"Nous parlons comme des enfants à qui l’on n’a pas plutôt demandé ce que c’est qu’une telle chose qui leur est inconnue, qu’ils font cette réponse fort satisfaisante à leur gré : que c’est quelque chose, mais qui, employée de cette manière, signifie qu’ils ne savent ce que c’est."
L2_CH_23,"En distinguant deux choses dans la substance, les attributs ou prédicats et le sujet commun de ces prédicats, ce n’est pas merveille qu’on ne peut rien concevoir de particulier dans ce sujet."
L2_CH_23,"Il le faut bien, puisqu’on a déjà séparé tous les attributs où l’on pourrait concevoir quelque détail."
L2_CH_23,"Ainsi, demander quelque chose de plus dans ce pur sujet en général, que ce qu’il faut pour concevoir que c’est la même chose (p."
L2_CH_23,"On pourrait appliquer la même prétendue difficulté à la notion de l’être et à tout ce qu’il y a de plus clair et de plus primitif ; car on pourra demander aux philosophes ce qu’ils conçoivent en concevant le pur être en général ; car tout détail étant exclu par là, on aura aussi peu à dire que lorsqu’on demande ce que c’est que la pure substance en général."
L2_CH_23,"Ainsi, je crois que les philosophes ne méritent pas d’être raillés, comme on fait ici, en les comparant avec un philosophe indien, qu’on interrogea sur ce qui soutenait la terre, à quoi il répondit que c’était un grand éléphant ; et puis, quand on demanda ce qui soutenait l’éléphant, il dit que c’était une grande tortue, et enfin, quand on le pressa de dire sur quoi la tortue s’appuyait, il fut réduit à dire que c’était quelque chose, un je ne sais quoi."
L2_CH_23,"Cependant cette considération de la substance, toute mince qu’elle paraît, n’est pas si vide et si stérile qu’on pense."
L2_CH_23,"Il en naît plusieurs conséquences des plus importantes de la philosophie, et qui sont capables de lui donner une nouvelle face."
L2_CH_23,"Nous n’avons aucune idée claire de la substance en général, et (§ 5) nous avons une idée aussi claire de l’esprit que du corps ; car l’idée d’une substance corporelle, dans la matière, est aussi éloignée de nos conceptions que celle de la substance spirituelle."
L2_CH_23,"C’est à peu près comme disait le promoteur à ce jeune docteur en droit, qui lui criait dans la solennité de dire utriusque : « Vous avez raison, Monsieur, car vous en avez autant dans l’un que dans l’autre."
L2_CH_23,"Pour moi, je crois que cette opinion de notre ignorance vient de ce qu’on demande une manière de connaissance que l’objet ne souffre point."
L2_CH_23,"La vraie marque d’une notion claire et distincte d’un objet est le moyen qu’on a d’en connaître beaucoup de vérités par des preuves à priori, comme j’ai montré dans un discours sur les vérités et les idées, mis dans les Actes de Leipzig l’an 1684."
L2_CH_23,"Si nos sens étaient assez pénétrants, les qualités sensibles, par exemple la couleur jaune de l’or, disparaîtraient, et au lieu de cela, nous verrions une certaine admirable contexture des parties."
L2_CH_23,C’est ce qui paraît évidemment par les microscopes.
L2_CH_23,Cette présente connaissance convient à l’état où nous nous trouvons.
L2_CH_23,Une connaissance parfaite des choses qui nous environnent est peut-être au-dessus de la portée de tout être fini.
L2_CH_23,Nos facultés suffisent pour nous faire connaître le Créateur et pour nous instruire de nos devoirs.
L2_CH_23,"Si nos sens devenaient beaucoup plus vifs, un tel changement serait incompatible avec notre nature."
L2_CH_23,"Tout cela est vrai, et j’en ai dit quelque chose ci-dessus."
L2_CH_23,"Cependant la couleur jaune ne laisse pas d’être une réalité comme l’arc-en-ciel, et nous sommes destinés apparemment à un état bien au-dessus de l’état présent, et pourrons même aller à l’infini, car il n’y a pas d’éléments dans la nature corporelle."
L2_CH_23,"S’il y avait des atomes, comme l’auteur le paraissait croire dans un autre endroit, la renaissance parfaite des corps ne pourrait être au-dessus de tout être fini."
L2_CH_23,"Au reste, si quelques couleurs ou qualités disparaissaient à nos yeux mieux armés ou devenus plus pénétrants, il en naitrait apparemment d’autres, et il faudrait un accroissement nouveau de notre perspicacité pour les faire disparaître aussi, ce qui pourrait aller à l’infini, comme la division actuelle de la matière y va effectivement."
L2_CH_23,"Je ne sais si l’un des grands avantages que quelques esprits ont sur nous ne consiste point en ce qu’ils peuvent se former à eux-mêmes des organes de sensation, qui conviennent justement leur présent dessein."
L2_CH_23,Nous le faisons aussi en nous formant des microscopes ; mais d’autres créatures pourront aller plus avant.
L2_CH_23,"Et, si nous pouvions transformer nos yeux mêmes, ce que nous faisons effectivement en quelque façon selon que nous voulons voir de près ou de loin, il faudrait que nous eussions quelque chose de plus propre à nous qu’eux, pour les former par son moyen, car il faut au moins que tout se fasse mécaniquement, parce que l’esprit ne saurait opérer immédiatement sur les corps."
L2_CH_23,"Au reste, je suis aussi d’avis que les génies aperçoivent les choses d’une manière qui ait quelque rapport à la nôtre, quand même ils auraient le plaisant avantage, que l’imaginatif Cyrano[40] attribue à quelques natures animées dans le soleil, composées d’une infinité de petits volatiles qui, en se transformant selon le commandement de l’âme dominante, forment toutes sortes de corps."
L2_CH_23,Il n’y a rien de si merveilleux que le mécanisme de la nature ne soit capable de produire ; et je crois que les savants Pères de l’Église ont eu raison d’attribuer des corps aux anges.
L2_CH_23,"Les idées de penser et de mouvoir le corps, que nous trouvons dans celle de l’esprit, peuvent être conçues aussi nettement et aussi distinctement que celles d’étendue, de solidité et de mobilité que nous trouvons dans la matière."
L2_CH_23,"Pour ce qui est de l’idée de la pensée, j’y consens ; mais je ne suis pas de cet avis à l’égard de l’idée de mouvoir des corps, car, suivant mon système de l’harmonie préétablie, les corps sont faits en sorte qu’étant mis, une fois en mouvement, ils continuent d’eux mêmes selon que l’exigent les actions de l’esprit."
L2_CH_23,"Cette hypothèse est intelligible, l’autre ne l’est point."
L2_CH_23,"Chaque acte de sensation nous fait également envisager les choses corporelles et spirituelles ; car, dans le temps que la vue et l’ouïe me font connaître qu’il y a quelque être corporel hors de moi, je sais d’une manière encore plus certaine qu’il y a au dedans de moi quelque être spirituel qui voit et qui entend."
L2_CH_23,"C’est très bien dit, et il est très vrai que l’existence de l’esprit est plus certaine que celle des objets sensibles."
L2_CH_23,Les esprits non plus que les corps ne sauraient opérer qu’où ils sont en divers temps et différents lieux ; ainsi je ne puis qu’attribuer le changement de place à tous les esprits finis.
L2_CH_23,"Je crois que c’est avec raison, le lieu n’étant qu’un ordre des coexistants."
L2_CH_23,"Il ne faut que réfléchir sur la séparation de l’âme et du corps par la mort, pour être convaincu du mouvement de l’âme."
L2_CH_23,"L’âme pourrait cesser d’opérer dans ce corps visible ; et si elle pouvait cesser de penser tout à fait, comme l’auteur l’a soutenu ci-dessus, elle pourrait être séparée du corps pour être unie à un autre ; ainsi sa séparation serait sans mouvement."
L2_CH_23,"Mais, pour moi, je crois qu’elle pense et sent toujours, qu’elle est toujours unie à quelque corps, et même qu’elle ne quitte jamais entièrement et tout d’un coup le corps où elle est unie."
L2_CH_23,"Que si quelqu’un dit que les esprits ne sont pas in loco sed in aliquo ubi, je ne crois pas que maintenant on fasse beaucoup de fond sur cette façon de parler."
L2_CH_23,"Mais, si quelqu’un s’imagine qu’elle peut recevoir un sens raisonnable, je le prie de l’exprimer en langage commun intelligible, et d’en tirer après une raison qui montre que les esprits ne sont pas capables de mouvement."
L2_CH_23,Les écoles sont trois sortes d’ubiété ou de manières d’exister quelque part.
L2_CH_23,"La première s’appelle circonscriptive, qu’on attribue aux corps qui sont dans l’espace, qui y sont punctatim, en sorte qu’ils sont mesurés selon qu’on peut assigner des points de la chose située, répondant aux points de l’espace."
L2_CH_23,"La seconde est la définitive où l’on peut définir, c’est-à-dire déterminer que la chose située est dans tel ou tel espace, sans pouvoir assigner des points précis ou des lieux propres exclusivement à ce qui y est : c’est ainsi que l’on a jugé que l’âme est dans le corps, ne croyant point qu’il soit possible d’assigner un point précis où soit l’âme ou quelque chose de l’âme, sans qu’elle soit aussi dans quelque autre point."
L2_CH_23,Encore beaucoup d’habiles gens en jugent ainsi.
L2_CH_23,Il est vrai que M. Descartes a voulu donner des bornes plus étroites à l’âme en la logeant proprement dans la glande pinéale[41].
L2_CH_23,"Néanmoins il n’a point osé dire qu’elle est privativement dans un certain point de cette glande ; ce qui n’étant point, il ne gagne rien, et c’est la même chose à cet égard que quand on lui donnait tout le corps pour prison ou lieu, Je crois que ce qui se dit des âmes se doit dire à peu près des anges, que le grand docteur natif d’Aquino[42] a cru n’être en lieu que par opération, laquelle, selon moi, n’est pas immédiate et se réduit à l’harmonie préétablie."
L2_CH_23,"La troisième ubieté est la réplétive, qu’on attribue à Dieu, qui remplit tout l’univers encore plus éminemment que les esprits ne sont dans les corps, car il opère immédiatement sur toutes les créatures en les produisant continuellement, au lieu que les esprits finis n’y sauraient exercer aucune influence ou opération immédiate."
L2_CH_23,"Je ne sais si cette doctrine des écoles mérite d’être tournée en ridicule, comme il semble qu’on s’efforce de faire."
L2_CH_23,"Cependant on pourra toujours attribuer une manière de mouvement aux âmes, au moins par rapport aux corps auxquels elles sont unies ou par rapport à leur manière de perception."
L2_CH_23,"Si quelqu’un dit qu’il ne sait point comment il pense, je répliquerai qu’il ne sait pas non plus comment les parties solides du corps sont attachées ensemble pour faire un tout étendu."
L2_CH_23,"Il y a assez de difficulté dans l’explication de la cohésion, mais cette cohésion des parties ne paraît point nécessaire pour faire un tout étendu, puisqu’on peut dire que la matière parfaitement subtile et fluide compose un étendu, sans que les parties soient attachées les unes aux autres."
L2_CH_23,"Mais, pour dire la vérité, je crois que la fluidité parfaite ne convient qu’à la matière première, c’est-à-dire en abstraction et comme une qualité originale, de même que le repos ; mais non pas à la matière seconde telle qu’elle se trouve effectivement revêtue de ses qualités dérivatives, car je crois qu’il n’y a point de masse qui soit de la dernière subtilité, et qu’il y a plus ou moins de liaison partout, laquelle vient des mouvements en tant qu’ils sont conspirants et doivent être troubles par la séparation, ce qui ne se peut faire sans quelque violence et résistance."
L2_CH_23,"Au reste, la nature de la perception et ensuite de la pensée fournit une notion des plus originales."
L2_CH_23,Cependant je crois que la doctrine des unités substantielles ou monades l’éclaircira beaucoup.
L2_CH_23,"Pour ce qui est de la cohésion, plusieurs l’expliquent par les surfaces par lesquelles deux corps se touchent, qu’un ambiant (p."
L2_CH_23,Il est bien vrai que la pression (§ 24) d’un ambiant peut empêcher qu’on éloigne deux surfaces polies l’une de l’autre par une ligne qui leur soit perpendiculaire ; mais elle ne saurait empêcher qu’on ne les sépare par un mouvement parallèle à ces surfaces.
L2_CH_23,"C’est pourquoi, s’il n’y avait pas d’autre cause de la cohésion des corps, il serait aisé d’en séparer toutes les parties en les faisant ainsi glisser de côté, en prenant tel plan qu’on voudra, qui coupât quelque masse de matière."
L2_CH_23,"Oui, sans doute, si toutes les parties plates, appliquées l’une à l’autre, étaient dans un même plan ou dans des plans parallèles ; mais, cela n’étant point et ne pouvant être, il est manifeste qu’en tâchant de faire glisser les unes, en agira tout autrement sur une infinité d’autres dont le plan fera angle au premier ; car il faut savoir qu’il y a de la peine à séparer les deux surfaces congruentes, non seulement quand la direction du mouvement de séparation est perpendiculaire, mais encore quand il est oblique aux surfaces."
L2_CH_23,"C’est ainsi qu’on peut juger qu’il y a des feuilles, appliquées les unes aux autres en tout sens, dans les corps polyèdres que la nature forme dans les minières et ailleurs."
L2_CH_23,"Cependant j’avoue que la pression de l’ambiant sur des surfaces plates, appliquées les unes aux autres, ne suffit pas pour expliquer le fond de toute la cohésion, car on y suppose tacitement que ces tables appliquées l’une contre l’autre ont déjà de la cohésion."
L2_CH_23,J’avais cru que l’étendue du corps n’était autre chose que la cohésion des parties solides.
L2_CH_23,Cela ne me paraît point convenir avec vos propres explications précédentes.
L2_CH_23,"Il me semble qu’un corps dans lequel il y a des mouvements internes, ou dont les parties sont en action de se détacher les unes des autres (comme je crois que cela se fait toujours), ne laisse pas d’être étendu."
L2_CH_23,Ainsi la notion de l’étendue me paraît toute différente de celle de la cohésion.
L2_CH_23,"Une autre idée que nous avons du corps, c’est la puissance de communiquer le mouvement par impulsion ; et une autre, que nous avons de l’âme, c’est la puissance de produire du mouvement par la pensée."
L2_CH_23,"L’expérience nous fournit chaque jour ces deux idées d’une manière évidente ; mais, si nous voulons rechercher plus avant comment cela se fait, nous nous trouvons également dans les ténèbres ; car à l’égard de la communication du mouvement par où un corps perd autant de mouvement qu’un autre en reçoit, qui est le cas le plus ordinaire, nous ne concevons pas là rien autre chose qu’un mouvement qui passe d’un corps dans un autre corps ; ce qui est, je crois, aussi obscur et aussi inconcevable que la manière dont notre esprit met en mouvement ou arrête notre corps par la pensée."
L2_CH_23,"Il est encore plus malaisé d’expliquer l’augmentation du mouvement par voie d’impulsion, qu’on observe ou qu’on croit arriver en certaines rencontres."
L2_CH_23,"Je ne m’étonne point si l’on trouve des difficultés insurmontables là où l’on semble supposer une chose aussi inconcevable que le passage d’un accident d’un sujet ai l’autre : mais je ne vois rien qui nous oblige à une supposition qui n’est guère moins étrange que celle des accidents sans sujet des scolastiques, qu’ils ont pourtant soin de n’attribuer qu’à l’action miraculeuse de la toute-puissance divine, au lieu qu’ici ce passage serait ordinaire."
L2_CH_23,J’en ai déjà dit quelque chose ci-dessus (chap.
L2_CH_23,"§ 4), où j’ai remarqué aussi qu’il n’est point vrai que le corps perde autant de mouvement qu’il en donne à un autre ; ce qu’on semble concevoir comme si le mouvement était quelque chose de substantiel, et ressemblait à du sel dissous dans de l’eau, ce qui est en effet la comparaison dont M. Rohaut [43], si je ne me trompe, s’est servi."
L2_CH_23,"J’ajoute ici que ce n’est pas même le cas le plus ordinaire, car j’ai démontré ailleurs que la même quantité de mouvement se conserve seulement lorsque les deux corps, qui se choquent, vont d’un même côté avant le choc, et vont encore d’un même côté après le choc."
L2_CH_23,Il est vrai que les véritables lois du mouvement sont dérivées d’une cause supérieure à la matière.
L2_CH_23,"Quant à la puissance de produire le mouvement par la pensée, je ne crois pas que nous en ayons aucune idée comme nous n’en avons aucune expérience."
L2_CH_23,"Les Cartésiens avouent eux-mêmes que les âmes ne sauraient donner une force nouvelle à la matière, mais ils prétendent qu’elles lui donnent une nouvelle détermination ou direction de la force qu’elle a déjà."
L2_CH_23,"Pour moi, je soutiens que les âmes ne changent rien dans la force ni dans la direction des corps ; que l’un serait aussi inconcevable et aussi déraisonnable que l’autre, et qu’il se faut servir de l’harmonie préétablie pour expliquer l’union de l’âme et du corps."
L2_CH_23,"Ce n’est pas une chose indigne de notre recherche de voir si la puissance active est l’attribut propre des esprits, et la puissance passive celui des corps ?"
L2_CH_23,"D’où l’on pourrait conjecturer que les esprits créés, étant actifs et passifs, ne sont pas totalement séparés de la matière, car l’esprit pur, c’est-à-dire Dieu, étant seulement actif, et la pure matière simplement passive, on peut croire que ces autres êtres, qui sont actifs et passifs tout ensemble, participent de l’un et de l’autre."
L2_CH_23,"Ces pensées me reviennent extrêmement et donnent tout à fait dans mon sens, pourvu qu’on explique le mot d’esprit si généralement qu’il comprenne toutes les âmes, ou plutôt (pour parler encore plus généralement) toutes les entéléchies ou unités substantielles qui ont de l’analogie avec les esprits."
L2_CH_23,"Je voudrais bien qu’on me montrât dans la notion que nous avons de l’esprit, quelque chose de plus embrouillé ou qui approche plus de la contradiction que ce que renferme la notion même du corps, je veux parler de la divisibilité à l’infini."
L2_CH_23,"Ce que vous dites encore ici pour faire voir que nous entendons la nature de l’esprit autant ou mieux que celle du corps, est très vrai, et Fromondus[44] qui a fait un livre exprès de compositione continui a eu raison de l’intituler Labyrinthe."
L2_CH_23,Mais cela vient d’une fausse idée qu’on a de la nature corporelle aussi bien que de l’espace.
L2_CH_23,"L’idée de Dieu même nous vient comme les autres, l’idée complexe que nous devons à Dieu étant composée des idées simples que nous recevons de la réflexion et que nous étendons par celle que nous avons de l’infini."
L2_CH_23,"Je me rapporte la-dessus à ce que j’ai dit en plusieurs endroits pour faire voir que toutes ces idées, et particulièrement celle de Dieu, sont en nous originairement et que nous ne faisons qu’y prendre garde, et que celle de l’infini surtout ne se forme point par une extension des idées finies."
L2_CH_23,"La plupart des idées simples qui composent nos idées complexes des substances, ne sont à les bien considérer que des puissances, quelque penchant que nous ayons à les prendre pour des qualités positives."
L2_CH_23,"Je pense que les puissances qui ne sont point essentielles à la substance et qui renferment non pas une aptitude seulement, mais encore une certaine tendance, sont justement ce qu’on entend ou doit entendre par les qualités réelles."
L2_CH_24,"Après les substances simples, venons aux agrégés."
L2_CH_24,N’est-il point vrai que l’idée de cet amas d’hommes qui composent une armée est aussi bien une seule idée que celle d’un homme ?
L2_CH_24,"On a raison de dire que cet agrégé (ens par agregationem, pour parler école) fait une seule idée, quoique, à proprement parler, cet amas de substances ne forme pas une substance véritablement."
L2_CH_24,"C’est un résultat, à qui l’âme par sa perception et pensée, donne son dernier accomplissement d’unité."
L2_CH_24,"On peut pourtant dire en quelque façon que c’est quelque chose de substantiel, c’est-à-dire comprenant des substances."
L2_CH_25,Il reste à énumérer les idées des relations qui sont les plus minces en réalité.
L2_CH_25,"Lorsque l’esprit envisage une chose auprès d’une autre, c’est une relation ou un rapport ; et les dénominations ou termes relatifs qu’on en fait sont comme autant de marques qui servent à porter nos pensées au delà du sujet vers quelque chose qui en soit distinct, et ces deux sont appelées sujets de la relation (relata)."
L2_CH_25,"Les relations et les ordres ont quelque chose de l’être de raison, quoiqu’ils aient leur fondement dans les choses ; car on peut dire que leur réalité, comme celle des vérités éternelles et des possibilités, vient de la suprême raison."
L2_CH_25,"Il peut y avoir pourtant un changement de relation, sans qu’il arrive aucun changement dans le sujet."
L2_CH_25,"Titius, que je considère aujourd’hui comme père, cesse de l’être demain, sans qu’il se fasse aucun changement en lui, par cela seul que son fils vient à mourir."
L2_CH_25,"Cela se peut fort bien dire suivant les choses dont on s’aperçoit ; quoique dans la rigueur métaphysique, il soit vrai qu’il n’y a point de dénomination entièrement extérieure (denominatio pure extrinseca), à cause de la connexion réelle de toutes choses."
L2_CH_25,Je pense que la relation n’est qu’entre deux choses.
L2_CH_25,"Il y a pourtant des exemples d’une relation entre plusieurs choses à la fois, comme celle de l’ordre ou celle d’un arbre généalogique qui expriment le rang et la connexion de tous les termes ou suppôts, et même une figure comme celle d’un polygone renferme la relation de tous les côtés."
L2_CH_25,Il est bon aussi de considérer que les idées des relations sont souvent plus claires que celles des choses qui sont les sujets de la relation.
L2_CH_25,Ainsi la relation du père est plus claire que celle de l’homme.
L2_CH_25,C’est parce que cette relation est si générale qu’elle peut convenir aussi à d’autres substances.
L2_CH_25,"D’ailleurs, comme un sujet peut avoir du clair et de l’obscur, la relation pourra être fondée dans le clair."
L2_CH_25,"Mais, si le formel même de la relation enveloppait la connaissance de ce qu’il y a d’obscur dans le sujet, elle participerait de cette obscurité."
L2_CH_25,"Les termes qui conduisent nécessairement l’esprit à d’autres idées qu’à celles qu’on suppose exister réellement dans la chose à laquelle le terme ou mot est appliqué, sont relatifs et les autres sont absolus."
L2_CH_25,"On a bien ajouté ce nécessairement, et on pourrait ajouter expressément ou d’abord, car on peut penser au noir, par exemple, sans penser à sa cause ; mais c’est en demeurant dans les bornes d’une connaissance qui se présente d’abord et qui est confuse ou bien distincte, mais incomplète ; l’un, quand il n’y a point de résolution de l’idée et l’autre quand on la borne."
L2_CH_25,"Autrement, il n’y a point de terme si absolu et si détaché qu’il n’enferme des relations et dont la parfaite analyse ne mène et d’autres choses et même à toutes les autres ; de sorte qu’on peut dire que les termes relatifs marquent expressément les rapport qu’ils contiennent."
L2_CH_25,"J’oppose ici l’absolu au relatif, et c’est dans un autre sens que je l’ai opposé ci-dessus au borné."
L2_CH_26,§ 1-2.
L2_CH_26,"Cause est ce qui produit quelque idée simple ou incomplexe, et effet est ce qui est produit."
L2_CH_26,"Je vois, Monsieur, que vous entendez souvent par idée la réalité objective de l’idée ou la qualité qu’elle représente."
L2_CH_26,"Vous ne définissez que la cause efficiente, comme j’ai déjà remarqué ci-dessus."
L2_CH_26,"Il faut avouer qu’en disant que cause efficiente est ce qui produit, et effet ce qui est produit, on ne se sert que de synonymes, Il est vrai que je vous ai entendu dire un peu plus distinctement que cause est ce qui fait qu’une autre chose commence à exister, quoique ce mot « fait » laisse aussi la principale difficulté en son entier."
L2_CH_26,Mais cela s’expliquera mieux ailleurs.
L2_CH_26,"Pour toucher encore quelques autres relations, je remarque qu’il y a des termes qu’on emploie pour désigner le temps, qu’on regarde ordinairement comme ne signifiant que des idées positives, qui cependant sont relatifs comme jeune, vieux, etc."
L2_CH_26,"Ainsi, un homme est appelé jeune à l’âge de vingt ans et fort jeune à l’âge de sept ans."
L2_CH_26,"Cependant, nous appelons vieux un cheval qui a vingt ans et un chien qui en a sept."
L2_CH_26,"Mais nous ne disons pas que le soleil et les étoiles, un rubis ou un diamant soient vieux ou jeunes, parce que nous ne connaissons pas les périodes ordinaires de leur durée (§ 5)."
L2_CH_26,"Ainsi, un cheval qui sera grand, selon l’idée d’un Gallois, paraît tort petit à un Flamand : chacun pense aux chevaux qu’on nourrit dans son pays."
L2_CH_26,Ces[45] remarques sont très bonnes.
L2_CH_26,"Il est vrai que nous nous éloignons un peu quelquefois de ce sens, comme lorsque nous disons qu’une chose est vieille en la comparant, non pas avec celle de son espèce, mais avec d’autres espèces."
L2_CH_26,"Par exemple, nous disons que le monde ou le soleil est bien vieux."
L2_CH_26,Quelqu’un demanda à Galilei[46] s’il croyait que le soleil fût éternel.
L2_CH_26,"Il répondit : eterno no, ma ben antico."
L2_CH_27,Une idée relative des plus importantes est celle de l’identité ou de la diversité.
L2_CH_27,"Nous ne trouvons jamais et ne pouvons concevoir qu’il soit possible que deux choses de la même espèce existent en même temps, dans le même lieu."
L2_CH_27,"C’est pourquoi, lorsque nous demandons si une chose est la même ou non, cela se rapporte toujours à une chose qui, dans un tel temps, existe dans un tel lieu ; d’où il s’ensuit qu’une chose ne peut avoir deux commencements d’existence, ni deux choses un seul commencement par rapport au temps et au lieu."
L2_CH_27,"Il faut toujours qu’outre la différence du temps et du lieu il y ait un principe interne de distinction, et, quoiqu’il y ait plusieurs choses de même espèce, il est pourtant vrai qu’il n’y en a jamais de parfaitement semblables : ainsi, quoique le temps et le lieu (c’est-à-dire le rapport au dehors) nous servent à distinguer les choses que nous ne distinguons pas bien par elles-mêmes, les choses ne laissent pas d’êtres distinguables en soi."
L2_CH_27,"Le précis de l’identité et de la diversité ne consiste donc pas dans le temps et dans le lieu, quoiqu’il soit vrai que la diversité des choses est accompagnée de celle du temps et du lieu, parce qu’ils amènent avec eux des impressions différentes sur la chose : pour ne point dire que c’est plutôt par les choses qu’il faut discerner un lieu ou un temps de l’autre, car d’eux mêmes ils sont parfaitement semblables, mais aussi ce ne sont pas des substances ou des réalités complètes."
L2_CH_27,"La manière de distinguer que vous semblez proposer ici, comme unique dans les choses de même espèce, est fondée sur cette supposition que la pénétration n’est point conforme à la nature."
L2_CH_27,"Cette supposition est raisonnable, mais l’expérience même fait voir qu’on n’y est point attaché ici, quand il s’agit de distinction."
L2_CH_27,"Cependant nous laissons pas de distinguer un rayon de l’autre par le train même de leur passage, lors même qu’ils se croisent."
L2_CH_27,"Ce qu’on nomme principe d’individuation dans les écoles où l’on se tourmente si fort pour savoir ce que c’est, consiste dans l’existence même qui fixe chaque être à un temps particulier et à un lieu incommunicable à deux êtres de la même espèce."
L2_CH_27,Le principe d’individuation revient dans les individus au principe de distinction dont je viens de parler.
L2_CH_27,"Si deux individus étaient parfaitement semblables et égaux, et (en un mot) indistinguables par eux-mêmes, il n’y aurait point de principe d’individuation ; et même j’ose dire qu’il n’y aurait point de distinction individuelle ou de différents individus à cette condition."
L2_CH_27,C’est pourquoi la notion des atomes est chimérique et ne vient que des conceptions incomplètes des hommes.
L2_CH_27,"Car, s’il y avait des atomes, c’est-à-dire des corps parfaitement durs et parfaitement inaltérables ou incapables de changement interne et ne pouvant diférer entre eux que de grandeur et de figure, il est manifeste qu’étant possible qu’ils soient de même figure et grandeur, il y en aurait alors d’indistinguables en soi, et qui ne pourraient être discernés que par des dénominations extérieures sans fondement interne, ce qui est contre les plus grands principes de la raison."
L2_CH_27,"Mais la vérité est que tout corps est altérable et même altéré toujours actuellement, en sorte qu’il diffère en lui-même de tout autre."
L2_CH_27,"Je me souviens qu’une grande princesse, qui est d’un esprit sublime, dit un jour, en se promenant dans son jardin, qu’elle ne croyait pas qu’il y ait deux feuilles parfaitement semblables."
L2_CH_27,"Un gentilhomme d’esprit, qui était de la promenade, crut qu’il serait facile d’en trouver ; mais, quoiqu’il en cherchât beaucoup, il fut convaincu par ses yeux qu’on pouvait toujours y remarquer de la différence."
L2_CH_27,"On voit par ces considérations, négligées jusqu’ici, combien dans la philosophie on s’est éloigné des notions les plus naturelles, et combien on a été éloigné des grands principes de la vraie métaphysique."
L2_CH_27,"Ce qui constitue l’unité (identité) d’une même plante, est d’avoir une telle organisation de parties dans un seul corps, qui participe à une commune vie ; ce qui dure pendant que la plante subsiste quoiqu’elle change de parties."
L2_CH_27,"L’organisation ou transfiguration sans un principe de vie subsistant, que j’appelle monade, ne suffirait pas pour faire demeurer idem numero ou le même individu ; car la configuration peut demeurer spécifiquement sans demeurer individuellement."
L2_CH_27,"Lorsqu’un fer à cheval se change en cuivre dans une eau minérale de la Hongrie, la même figure en espèce demeure, mais non pas le même en individu ; car le fer se dissout, et le cuivre, dont l’eau est imprégnée, se précipite et se met insensiblement à la place."
L2_CH_27,"Or, la figure est un accident, qui ne passe pas d’un sujet à l’autre (de subjecto in subjectum)."
L2_CH_27,"Ainsi, il faut dire que les corps organisés aussi bien que d’autres ne demeurent les mêmes qu’en apparence, et non pas en parlant à la rigueur."
L2_CH_27,"C’est à peu près comme un fleuve qui change toujours d’eau, ou comme le navire de Thésée, que les Athéniens réparaient toujours."
